white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
12344,11245,4,centro,32,4,0,28,12,12,63.4,36.0,0.6
12344,11245,3,esquina,32,2,0,30,8,10,60.3,38.7,1.0
12344,11245,4,esquina,32,2,0,30,6,10,59.9,39.1,1.0
12344,11245,2,esquina,32,2,0,30,8,8,59.7,38.9,1.4
12344,11245,1,esquina,32,2,0,30,10,8,58.8,40.1,1.1
12344,11245,1,centro,32,4,4,24,24,12,58.4,40.7,0.9
12344,11245,2,centro,32,4,4,24,20,12,57.7,41.3,1.0
12344,11245,3,centro,32,8,0,24,20,12,56.7,42.5,0.8
12344,11245,4,lado,32,6,0,26,16,10,55.2,43.8,1.0
12344,11245,3,lado,32,2,0,30,15,10,52.7,46.1,1.2
12344,11245,2,lado,32,8,2,22,16,8,51.2,47.7,1.1
12344,11245,1,lado,32,11,2,19,16,8,48.6,50.8,0.6
12344,12245,4,centro,32,4,0,28,12,12,63.5,36.2,0.3
12344,12245,1,esquina,32,2,0,30,10,8,59.2,40.2,0.6
12344,12245,4,esquina,32,2,0,30,6,10,58.5,40.9,0.6
12344,12245,2,esquina,32,2,0,30,8,8,58.1,40.8,1.1
12344,12245,3,esquina,32,2,0,30,8,10,57.4,41.4,1.2
12344,12245,2,centro,32,4,4,24,20,12,56.9,42.8,0.3
12344,12245,1,centro,32,4,4,24,24,12,55.3,44.0,0.7
12344,12245,4,lado,32,6,0,26,16,10,54.8,44.8,0.4
12344,12245,3,centro,32,8,0,24,20,12,53.3,45.7,1.0
12344,12245,3,lado,32,4,0,28,15,10,50.2,48.7,1.1
12344,12245,2,lado,32,9,3,20,16,8,47.2,52.4,0.4
12344,12245,1,lado,32,11,2,19,16,8,44.1,54.7,1.2
12344,12345,4,centro,40,4,0,36,24,12,56.6,42.9,0.5
12344,12345,4,esquina,40,2,0,38,6,10,53.2,45.8,1.0
12344,12345,1,esquina,40,2,0,38,12,8,53.2,46.2,0.6
12344,12345,4,lado,40,8,0,32,19,10,52.1,47.6,0.3
12344,12345,2,esquina,40,2,0,38,10,8,52.0,47.3,0.7
12344,12345,3,esquina,40,2,0,38,8,8,50.1,49.6,0.3
12344,12345,3,centro,40,8,0,32,24,12,49.8,49.5,0.7
12344,12345,2,centro,40,8,0,32,28,12,48.3,51.4,0.3
12344,12345,1,centro,40,8,0,32,32,12,47.9,51.5,0.6
12344,12345,3,lado,40,10,4,26,19,8,46.5,52.8,0.7
12344,12345,1,lado,40,16,0,24,19,8,43.1,56.3,0.6
12344,12345,2,lado,40,13,2,25,19,8,42.3,57.3,0.4
13344,12255,4,esquina,24,1,0,23,5,10,58.1,41.2,0.7
13344,12255,3,centro,24,4,0,20,16,12,57.9,41.3,0.8
13344,12255,1,esquina,24,1,0,23,7,8,57.4,42.1,0.5
13344,12255,3,esquina,24,1,0,23,5,10,57.0,42.3,0.7
13344,12255,1,centro,24,4,0,20,20,12,56.9,41.9,1.2
13344,12255,4,centro,24,4,0,20,16,12,56.8,42.6,0.6
13344,12255,4,lado,24,7,0,17,12,10,53.5,45.7,0.8
13344,12255,3,lado,24,7,0,17,12,10,51.1,47.8,1.1
13344,12255,1,lado,24,12,0,12,12,8,46.3,52.8,0.9
