white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
12344,11245,4,lado,32,6,0,26,16,10,55.3,43.0,1.7
12344,11245,2,esquina,32,2,0,30,8,8,48.0,51.3,0.7
12344,11245,1,esquina,32,2,0,30,10,8,47.0,52.3,0.7
12344,11245,3,lado,32,2,0,30,15,10,41.0,56.7,2.3
12344,11245,1,centro,32,4,4,24,24,12,40.0,58.7,1.3
12344,11245,4,esquina,32,2,0,30,6,10,39.3,59.3,1.3
12344,11245,3,esquina,32,2,0,30,8,10,39.0,60.0,1.0
12344,11245,4,centro,32,4,0,28,12,12,35.7,64.3,0.0
12344,11245,2,centro,32,4,4,24,20,12,34.3,64.7,1.0
12344,11245,3,centro,32,8,0,24,20,12,32.7,66.0,1.3
12344,11245,2,lado,32,8,2,22,16,8,31.3,66.0,2.7
12344,11245,1,lado,32,11,2,19,16,8,14.7,81.7,3.7
12344,12245,4,lado,32,6,0,26,16,10,51.0,48.3,0.7
12344,12245,2,esquina,32,2,0,30,8,8,43.3,56.3,0.3
12344,12245,1,esquina,32,2,0,30,10,8,43.0,57.0,0.0
12344,12245,1,centro,32,4,4,24,24,12,39.7,58.7,1.7
12344,12245,3,esquina,32,2,0,30,8,10,37.0,61.7,1.3
12344,12245,4,esquina,32,2,0,30,6,10,36.7,62.7,0.7
12344,12245,3,lado,32,4,0,28,15,10,35.7,61.3,3.0
12344,12245,4,centro,32,4,0,28,12,12,34.3,65.7,0.0
12344,12245,2,centro,32,4,4,24,20,12,33.0,66.3,0.7
12344,12245,3,centro,32,8,0,24,20,12,32.7,66.7,0.7
12344,12245,2,lado,32,9,3,20,16,8,24.7,71.0,4.3
12344,12245,1,lado,32,11,2,19,16,8,12.3,84.0,3.7
12344,12345,4,centro,40,4,0,36,24,12,50.3,49.0,0.7
12344,12345,4,lado,40,8,0,32,19,10,41.0,58.0,1.0
12344,12345,1,centro,40,8,0,32,32,12,40.3,59.7,0.0
12344,12345,1,esquina,40,2,0,38,12,8,40.0,60.0,0.0
12344,12345,2,centro,40,8,0,32,28,12,36.7,62.0,1.3
12344,12345,2,esquina,40,2,0,38,10,8,34.0,65.7,0.3
12344,12345,3,centro,40,8,0,32,24,12,33.0,66.0,1.0
12344,12345,4,esquina,40,2,0,38,6,10,29.7,69.3,1.0
12344,12345,3,esquina,40,2,0,38,8,8,29.3,70.7,0.0
12344,12345,3,lado,40,10,4,26,19,8,29.0,70.0,1.0
12344,12345,2,lado,40,13,2,25,19,8,20.0,78.3,1.7
12344,12345,1,lado,40,16,0,24,19,8,10.3,88.0,1.7
13344,12255,1,centro,24,4,0,20,20,12,47.0,52.3,0.7
13344,12255,4,esquina,24,1,0,23,5,10,37.0,63.0,0.0
13344,12255,3,esquina,24,1,0,23,5,10,36.7,63.0,0.3
13344,12255,4,centro,24,4,0,20,16,12,35.7,64.3,0.0
13344,12255,4,lado,24,7,0,17,12,10,35.7,62.0,2.3
13344,12255,1,esquina,24,1,0,23,7,8,35.3,64.3,0.3
13344,12255,3,centro,24,4,0,20,16,12,35.3,64.7,0.0
13344,12255,3,lado,24,7,0,17,12,10,34.7,62.3,3.0
13344,12255,1,lado,24,12,0,12,12,8,6.7,88.3,5.0
