white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11244,22334,primero,71.5,1 esquina,67.1,0,5,2
11244,22335,primero,69.7,1 esquina,65.9,0,5,2
11245,22334,primero,74.3,1 esquina,69.2,0,5,2
11245,22335,primero,69.7,1 esquina,66.0,0,5,2
11245,22344,primero,68.7,1 esquina,64.4,0,5,2
11255,22334,primero,74.5,1 esquina,69.2,0,5,2
11255,22335,primero,71.5,1 esquina,67.1,0,5,2
11255,22344,primero,74.3,1 esquina,69.0,0,5,2
11255,22345,primero,71.5,1 esquina,67.1,0,5,2
11255,22445,primero,71.5,1 esquina,67.1,0,5,2
11334,22344,primero,78.2,1 esquina,71.4,0,5,2
11334,22345,primero,78.5,1 esquina,71.6,0,5,2
11334,22355,primero,78.3,1 esquina,71.1,0,5,2
11334,23334,primero,76.3,1 esquina,74.0,0,5,2
11334,23335,primero,76.3,1 esquina,73.3,0,5,2
11335,22344,primero,78.5,1 esquina,72.6,0,5,2
11335,22345,primero,78.3,1 esquina,71.9,0,5,2
11335,22355,primero,78.2,1 esquina,71.4,0,5,2
11335,23334,primero,80.2,1 esquina,75.8,0,5,2
11335,23335,primero,76.3,1 esquina,74.0,0,5,2
11344,22445,primero,58.5,1 esquina,53.8,0,5,2
11344,23355,primero,86.8,1 esquina,78.9,0,5,2
11344,33345,primero,76.2,1 esquina,65.6,0,5,2
11345,22445,primero,61.8,1 esquina,60.3,0,5,2
11345,22455,primero,61.5,1 esquina,58.1,0,5,2
11345,23355,primero,86.8,1 esquina,79.2,0,5,2
11345,23444,primero,66.3,1 lado,65.5,0,5,2
11345,23445,primero,61.7,1 esquina,61.3,0,5,2
11345,33345,primero,82.7,1 esquina,76.4,0,5,2
11355,22445,primero,88.8,1 esquina,83.5,0,5,2
11355,22455,primero,75.5,1 esquina,68.4,0,5,2
11355,23445,primero,77.8,1 esquina,74.3,0,5,2
11355,23455,primero,67.3,1 esquina,62.5,0,5,2
11355,24445,primero,67.7,1 esquina,63.8,0,5,2
11355,33345,primero,85.3,1 esquina,78.2,0,5,2
11355,33445,primero,71.5,1 esquina,67.1,0,5,2
11445,22455,primero,78.2,1 esquina,71.4,0,5,2
11445,23455,primero,78.2,1 esquina,71.4,0,5,2
11445,24445,primero,76.3,1 esquina,74.0,0,5,2
11445,33455,primero,78.2,1 esquina,71.4,0,5,2
11445,34445,primero,76.3,1 esquina,74.0,0,5,2
11455,23555,primero,58.7,1 esquina,54.1,0,5,2
12344,33345,primero,76.2,1 esquina,65.6,0,5,2
12345,33345,primero,82.7,1 esquina,76.4,0,5,2
12355,33345,primero,85.3,1 esquina,78.2,0,5,2
12355,33445,primero,71.5,1 esquina,67.1,0,5,2
12444,33445,primero,85.3,1 esquina,76.8,0,5,2
12444,33455,primero,75.3,1 esquina,67.3,0,5,2
12445,33455,primero,78.2,1 esquina,71.4,0,5,2
12445,34445,primero,76.3,1 esquina,74.0,0,5,2
12555,34555,primero,85.7,1 esquina,78.4,0,5,2
22344,33345,primero,76.2,2 esquina,65.6,0,5,2
22345,33345,primero,82.7,2 esquina,76.4,0,5,2
22355,33345,primero,85.3,2 esquina,78.2,0,5,2
22355,33445,primero,71.5,2 esquina,67.1,0,5,2
22445,33455,primero,78.2,2 esquina,71.4,0,5,2
22445,34445,primero,76.3,2 esquina,74.0,0,5,2
