white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
11333,22333,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11333,22333,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11333,22334,1,esquina,7,0,0,7,5,0,85.3,14.7,0.0
11333,22334,1,lado,7,0,0,7,7,0,68.2,31.5,0.3
11333,22335,1,esquina,7,0,0,7,5,0,85.3,14.7,0.0
11333,22335,1,lado,7,0,0,7,7,0,68.2,31.5,0.3
11335,23334,1,esquina,7,0,0,7,5,0,80.2,18.2,1.7
11335,23334,1,lado,7,0,0,7,7,0,71.5,26.3,2.2
11345,22444,1,lado,7,0,0,7,7,0,64.2,28.7,7.2
11345,22444,1,esquina,7,0,0,7,5,0,63.8,32.5,3.7
11345,23445,1,esquina,7,0,0,7,5,0,61.7,37.2,1.2
11345,23445,1,lado,7,0,0,7,7,0,61.0,35.7,3.3
11355,23445,1,esquina,7,0,0,7,5,0,77.8,15.0,7.2
11355,23445,1,lado,7,0,0,7,7,0,70.8,22.3,6.8
11355,24444,1,esquina,7,0,0,7,5,0,76.0,20.0,4.0
11355,24444,1,lado,7,0,0,7,7,0,66.0,24.7,9.3
11355,33345,1,esquina,7,0,0,7,5,0,85.3,13.5,1.2
11355,33345,1,lado,7,0,0,7,7,0,71.2,27.8,1.0
11444,22444,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11444,22444,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11444,22445,1,esquina,7,0,0,7,5,0,85.3,14.7,0.0
11444,22445,1,lado,7,0,0,7,7,0,68.2,31.5,0.3
11444,23444,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11444,23444,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11444,23445,1,esquina,7,0,0,7,5,0,85.3,14.7,0.0
11444,23445,1,lado,7,0,0,7,7,0,68.2,31.5,0.3
11444,33444,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11444,33444,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11444,33445,1,esquina,7,0,0,7,5,0,85.3,14.7,0.0
11444,33445,1,lado,7,0,0,7,7,0,68.2,31.5,0.3
11555,22555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11555,22555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11555,23555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11555,23555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11555,24555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11555,24555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11555,33555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11555,33555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11555,34555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11555,34555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
11555,44555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
11555,44555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
12355,33345,1,esquina,7,0,0,7,5,0,85.3,13.5,1.2
12355,33345,1,lado,7,0,0,7,7,0,71.2,27.8,1.0
12444,33444,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
12444,33444,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
12444,33445,1,esquina,7,0,0,7,5,0,85.3,14.7,0.0
12444,33445,1,lado,7,0,0,7,7,0,68.2,31.5,0.3
12555,33555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
12555,33555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
12555,34555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
12555,34555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
12555,44555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
12555,44555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
13555,44555,1,esquina,7,0,0,7,5,0,85.7,13.0,1.3
13555,44555,1,lado,7,0,0,7,7,0,71.2,25.3,3.5
22355,33345,2,esquina,7,0,0,7,5,0,85.3,13.5,1.2
22355,33345,2,lado,7,0,0,7,7,0,71.2,27.8,1.0
22444,33444,2,esquina,7,0,0,7,5,0,85.7,13.0,1.3
22444,33444,2,lado,7,0,0,7,7,0,71.2,25.3,3.5
22444,33445,2,esquina,7,0,0,7,5,0,85.3,14.7,0.0
22444,33445,2,lado,7,0,0,7,7,0,68.2,31.5,0.3
22555,33555,2,esquina,7,0,0,7,5,0,85.7,13.0,1.3
22555,33555,2,lado,7,0,0,7,7,0,71.2,25.3,3.5
22555,34555,2,esquina,7,0,0,7,5,0,85.7,13.0,1.3
22555,34555,2,lado,7,0,0,7,7,0,71.2,25.3,3.5
22555,44555,2,esquina,7,0,0,7,5,0,85.7,13.0,1.3
22555,44555,2,lado,7,0,0,7,7,0,71.2,25.3,3.5
23555,44555,2,esquina,7,0,0,7,5,0,85.7,13.0,1.3
23555,44555,2,lado,7,0,0,7,7,0,71.2,25.3,3.5
33555,44555,3,esquina,7,0,0,7,5,0,85.7,13.0,1.3
33555,44555,3,lado,7,0,0,7,7,0,71.2,25.3,3.5
