white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11333,22333,primero,85.7,1 esquina,78.4,0,5,2
11333,22334,primero,85.3,1 esquina,76.8,0,5,2
11333,22335,primero,85.3,1 esquina,76.8,0,5,2
11335,23334,primero,80.2,1 esquina,75.8,0,5,2
11345,22444,primero,64.2,1 lado,64.0,0,5,2
11345,23445,primero,61.7,1 esquina,61.3,0,5,2
11355,23445,primero,77.8,1 esquina,74.3,0,5,2
11355,24444,primero,76.0,1 esquina,71.0,0,5,2
11355,33345,primero,85.3,1 esquina,78.2,0,5,2
11444,22444,primero,85.7,1 esquina,78.4,0,5,2
11444,22445,primero,85.3,1 esquina,76.8,0,5,2
11444,23444,primero,85.7,1 esquina,78.4,0,5,2
11444,23445,primero,85.3,1 esquina,76.8,0,5,2
11444,33444,primero,85.7,1 esquina,78.4,0,5,2
11444,33445,primero,85.3,1 esquina,76.8,0,5,2
11555,22555,primero,85.7,1 esquina,78.4,0,5,2
11555,23555,primero,85.7,1 esquina,78.4,0,5,2
11555,24555,primero,85.7,1 esquina,78.4,0,5,2
11555,33555,primero,85.7,1 esquina,78.4,0,5,2
11555,34555,primero,85.7,1 esquina,78.4,0,5,2
11555,44555,primero,85.7,1 esquina,78.4,0,5,2
12355,33345,primero,85.3,1 esquina,78.2,0,5,2
12444,33444,primero,85.7,1 esquina,78.4,0,5,2
12444,33445,primero,85.3,1 esquina,76.8,0,5,2
12555,33555,primero,85.7,1 esquina,78.4,0,5,2
12555,34555,primero,85.7,1 esquina,78.4,0,5,2
12555,44555,primero,85.7,1 esquina,78.4,0,5,2
13555,44555,primero,85.7,1 esquina,78.4,0,5,2
22355,33345,primero,85.3,2 esquina,78.2,0,5,2
22444,33444,primero,85.7,2 esquina,78.4,0,5,2
22444,33445,primero,85.3,2 esquina,76.8,0,5,2
22555,33555,primero,85.7,2 esquina,78.4,0,5,2
22555,34555,primero,85.7,2 esquina,78.4,0,5,2
22555,44555,primero,85.7,2 esquina,78.4,0,5,2
23555,44555,primero,85.7,2 esquina,78.4,0,5,2
33555,44555,primero,85.7,3 esquina,78.4,0,5,2
