white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
12334,11335,primero,51.7,4 esquina,51.0,0,5,2
12334,12335,primero,48.8,4 esquina,48.6,0,5,2
12334,22335,primero,48.1,4 lado,48.0,0,5,2
22334,11335,primero,52.0,4 esquina,51.9,0,5,2
22334,12335,primero,50.0,4 esquina,49.5,0,5,2
23334,13335,primero,47.9,4 lado,47.5,0,5,2
33333,11334,tablas,46.5,3 lado,45.7,0,5,2
33333,11335,tablas,46.5,3 lado,45.7,0,5,2
33333,12334,tablas,46.6,3 lado,45.8,0,5,2
33333,12335,tablas,46.6,3 lado,45.8,0,5,2
33333,22334,tablas,46.5,3 lado,45.7,0,5,2
33333,22335,tablas,46.5,3 lado,45.7,0,5,2
33334,13335,primero,55.1,4 esquina,54.6,0,5,2
33334,23335,primero,55.1,4 esquina,54.6,0,5,2
33334,33335,primero,50.0,4 lado,49.6,0,5,2
44444,11445,tablas,46.5,4 lado,45.7,0,5,2
44444,12445,tablas,46.6,4 lado,45.8,0,5,2
44444,13445,tablas,46.6,4 lado,45.8,0,5,2
44444,22445,tablas,46.5,4 lado,45.7,0,5,2
44444,23445,tablas,46.6,4 lado,45.8,0,5,2
44444,33445,tablas,46.5,4 lado,45.7,0,5,2
