white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11333,22333,primero,49.6,1 esquina,47.5,0,5,2
11333,22334,primero,46.6,1 esquina,44.5,0,5,2
11333,22335,primero,46.6,1 esquina,44.5,0,5,2
11335,23334,primero,47.3,1 esquina,44.9,0,5,2
11345,22444,primero,46.4,1 esquina,44.3,0,5,2
11345,23445,primero,43.2,1 esquina,40.0,0,5,2
11355,23445,primero,46.6,1 esquina,44.3,0,5,2
11355,24444,primero,46.4,1 esquina,44.1,0,5,2
11355,33345,primero,48.7,1 esquina,45.2,0,5,2
11444,22444,primero,49.6,1 esquina,47.5,0,5,2
11444,22445,primero,46.6,1 esquina,44.5,0,5,2
11444,23444,primero,50.2,1 esquina,48.1,0,5,2
11444,23445,primero,47.1,1 esquina,44.9,0,5,2
11444,33444,primero,49.6,1 esquina,47.5,0,5,2
11444,33445,primero,46.6,1 esquina,44.5,0,5,2
11555,22555,primero,49.6,1 esquina,47.5,0,5,2
11555,23555,primero,50.2,1 esquina,48.1,0,5,2
11555,24555,primero,50.2,1 esquina,48.1,0,5,2
11555,33555,primero,49.6,1 esquina,47.5,0,5,2
11555,34555,primero,50.2,1 esquina,48.1,0,5,2
11555,44555,primero,49.6,1 esquina,47.5,0,5,2
12355,33345,primero,47.7,1 esquina,44.3,0,5,2
12444,33444,primero,49.1,1 esquina,46.8,0,5,2
12444,33445,primero,45.8,1 esquina,43.7,0,5,2
12555,33555,primero,49.1,1 esquina,46.8,0,5,2
12555,34555,primero,49.8,1 esquina,47.5,0,5,2
12555,44555,primero,49.1,1 esquina,46.8,0,5,2
13555,44555,primero,49.1,1 esquina,46.8,0,5,2
22355,33345,primero,48.7,2 esquina,45.2,0,5,2
22444,33444,primero,49.6,2 esquina,47.5,0,5,2
22444,33445,primero,46.6,2 esquina,44.5,0,5,2
22555,33555,primero,49.6,2 esquina,47.5,0,5,2
22555,34555,primero,50.2,2 esquina,48.1,0,5,2
22555,44555,primero,49.6,2 esquina,47.5,0,5,2
23555,44555,primero,49.1,2 esquina,46.8,0,5,2
33555,44555,primero,49.6,3 esquina,47.5,0,5,2
