white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
11144,22235,4,esquina,8,0,0,8,5,0,46.1,52.7,1.2
11144,22235,4,lado,8,0,0,8,6,0,45.1,53.4,1.5
11144,22235,4,centro,8,4,0,4,4,12,41.8,57.4,0.8
11144,22335,4,esquina,8,0,0,8,5,0,45.8,53.1,1.1
11144,22335,4,lado,8,0,0,8,6,0,45.5,53.5,1.0
11144,22335,4,centro,8,4,0,4,4,12,41.7,57.6,0.7
11144,23335,4,esquina,8,0,0,8,5,0,45.7,53.0,1.3
11144,23335,4,lado,8,0,0,8,6,0,45.1,53.4,1.5
11144,23335,4,centro,8,4,0,4,4,12,41.6,57.6,0.8
11144,33335,4,esquina,8,0,0,8,5,0,45.9,52.9,1.2
11144,33335,4,lado,8,0,0,8,6,0,45.2,53.5,1.3
11144,33335,4,centro,8,4,0,4,4,12,41.5,57.9,0.6
11234,12235,4,esquina,8,0,0,8,5,0,47.7,51.6,0.7
11234,12235,4,lado,8,0,0,8,6,0,47.6,51.8,0.6
11234,12235,4,centro,8,4,0,4,4,12,45.1,54.2,0.7
11244,12235,4,esquina,8,0,0,8,5,0,52.4,46.7,0.9
11244,12235,4,lado,8,0,0,8,6,0,51.3,47.6,1.1
11244,12235,4,centro,8,4,0,4,4,12,47.7,51.5,0.8
11244,12335,4,esquina,8,0,0,8,5,0,50.1,48.7,1.2
11244,12335,4,lado,8,0,0,8,6,0,48.5,50.4,1.1
11244,12335,4,centro,8,4,0,4,4,12,45.7,53.3,1.0
11244,13335,4,esquina,8,0,0,8,5,0,48.4,50.6,1.0
11244,13335,4,lado,8,0,0,8,6,0,47.8,50.8,1.4
11244,13335,4,centro,8,4,0,4,4,12,44.4,54.8,0.8
11244,22335,4,esquina,8,0,0,8,5,0,47.4,51.5,1.1
11244,22335,4,lado,8,0,0,8,6,0,46.2,52.8,1.0
11244,22335,4,centro,8,4,0,4,4,12,43.3,55.6,1.1
11244,23335,4,esquina,8,0,0,8,5,0,46.0,52.8,1.2
11244,23335,4,lado,8,0,0,8,6,0,45.4,53.2,1.4
11244,23335,4,centro,8,4,0,4,4,12,42.0,57.0,1.0
11244,33335,4,esquina,8,0,0,8,5,0,45.9,52.9,1.2
11244,33335,4,lado,8,0,0,8,6,0,45.1,53.7,1.2
11244,33335,4,centro,8,4,0,4,4,12,41.6,57.6,0.8
11334,12335,4,lado,8,0,0,8,6,0,50.4,48.8,0.8
11334,12335,4,esquina,8,0,0,8,5,0,50.1,49.1,0.8
11334,12335,4,centro,8,4,0,4,8,10,42.6,56.3,1.1
11334,22335,4,lado,8,0,0,8,6,0,50.0,49.1,0.9
11334,22335,4,esquina,8,0,0,8,5,0,49.6,49.2,1.2
11334,22335,4,centro,8,4,0,4,8,10,42.4,56.2,1.4
12233,11234,3,centro,8,0,0,8,4,0,49.9,49.1,1.0
12233,11234,3,esquina,8,0,0,8,5,0,47.2,52.0,0.8
12233,11234,3,lado,8,2,0,6,6,14,45.5,53.6,0.9
12233,11235,3,centro,8,0,0,8,4,0,49.9,49.1,1.0
12233,11235,3,esquina,8,0,0,8,5,0,47.2,52.0,0.8
12233,11235,3,lado,8,2,0,6,6,14,45.5,53.6,0.9
12244,11245,4,centro,8,0,0,8,4,0,49.9,49.1,1.0
12244,11245,4,esquina,8,0,0,8,5,0,47.2,52.0,0.8
12244,11245,4,lado,8,2,0,6,6,14,45.5,53.6,0.9
12244,12335,4,esquina,8,0,0,8,5,0,51.1,47.7,1.2
12244,12335,4,lado,8,0,0,8,6,0,49.5,49.4,1.1
12244,12335,4,centro,8,4,0,4,4,12,47.7,51.2,1.1
12244,13335,4,esquina,8,0,0,8,5,0,48.9,49.7,1.4
12244,13335,4,lado,8,0,0,8,6,0,48.1,50.3,1.6
12244,13335,4,centro,8,4,0,4,4,12,45.0,54.0,1.0
12244,23335,4,esquina,8,0,0,8,5,0,47.0,52.0,1.0
12244,23335,4,lado,8,0,0,8,6,0,46.4,52.1,1.5
12244,23335,4,centro,8,4,0,4,4,12,43.2,56.3,0.5
12244,33335,4,esquina,8,0,0,8,5,0,45.9,52.8,1.3
12244,33335,4,lado,8,0,0,8,6,0,45.2,53.5,1.3
12244,33335,4,centro,8,4,0,4,4,12,41.5,57.7,0.8
12334,11335,4,esquina,8,0,0,8,5,0,52.5,46.7,0.8
12334,11335,4,lado,8,0,0,8,6,0,52.0,47.2,0.8
12334,11335,4,centro,8,4,0,4,8,10,45.3,53.7,1.0
12334,12335,4,lado,8,0,0,8,6,0,51.0,48.3,0.7
12334,12335,4,esquina,8,0,0,8,5,0,50.8,48.5,0.7
12334,12335,4,centro,8,4,0,4,8,10,43.7,55.5,0.8
12334,22335,4,lado,8,0,0,8,6,0,50.7,48.5,0.8
12334,22335,4,esquina,8,0,0,8,5,0,50.4,48.8,0.8
12334,22335,4,centro,8,4,0,4,8,10,43.0,55.7,1.3
13344,11345,4,centro,8,0,0,8,4,0,49.9,49.1,1.0
13344,11345,4,esquina,8,0,0,8,5,0,47.2,52.0,0.8
13344,11345,4,lado,8,2,0,6,6,14,45.5,53.6,0.9
13344,22345,4,centro,8,0,0,8,4,0,49.5,49.6,0.9
13344,22345,4,esquina,8,0,0,8,5,0,46.5,52.7,0.8
13344,22345,4,lado,8,2,0,6,6,14,45.4,53.6,1.0
22244,13335,4,esquina,8,0,0,8,5,0,48.9,49.7,1.4
22244,13335,4,lado,8,0,0,8,6,0,48.6,49.6,1.8
22244,13335,4,centro,8,4,0,4,4,12,45.3,53.9,0.8
22244,33335,4,esquina,8,0,0,8,5,0,45.9,52.9,1.2
22244,33335,4,lado,8,0,0,8,6,0,45.2,53.5,1.3
22244,33335,4,centro,8,4,0,4,4,12,41.5,57.9,0.6
22334,11335,4,esquina,8,0,0,8,5,0,52.8,46.1,1.1
22334,11335,4,lado,8,0,0,8,6,0,52.6,46.5,0.9
22334,11335,4,centro,8,4,0,4,8,10,45.9,53.2,0.9
22334,12335,4,lado,8,0,0,8,6,0,51.6,47.4,1.0
22334,12335,4,esquina,8,0,0,8,5,0,51.5,48.0,0.5
22334,12335,4,centro,8,4,0,4,8,10,44.5,54.8,0.7
23344,11345,4,centro,8,0,0,8,4,0,50.8,47.6,1.6
23344,11345,4,esquina,8,0,0,8,5,0,48.1,50.6,1.3
23344,11345,4,lado,8,2,0,6,6,14,46.0,52.9,1.1
23344,22345,4,centro,8,0,0,8,4,0,49.9,49.1,1.0
23344,22345,4,esquina,8,0,0,8,5,0,47.2,52.0,0.8
23344,22345,4,lado,8,2,0,6,6,14,45.5,53.6,0.9
33334,13335,4,lado,8,0,1,7,6,0,56.7,43.1,0.2
33334,13335,4,esquina,8,0,0,8,5,0,54.0,46.0,0.0
33334,13335,4,centro,8,4,0,4,8,14,49.4,50.4,0.2
33334,23335,4,lado,8,0,1,7,6,0,56.7,43.1,0.2
33334,23335,4,esquina,8,0,0,8,5,0,54.0,46.0,0.0
33334,23335,4,centro,8,4,0,4,8,14,49.4,50.4,0.2
33344,11345,4,centro,8,0,0,8,4,0,51.2,47.0,1.8
33344,11345,4,esquina,8,0,0,8,5,0,49.2,49.7,1.1
33344,11345,4,lado,8,2,0,6,6,14,47.3,51.7,1.0
33344,12345,4,centro,8,0,0,8,4,0,51.2,46.9,1.9
33344,12345,4,esquina,8,0,0,8,5,0,49.2,49.7,1.1
33344,12345,4,lado,8,2,0,6,6,14,47.3,51.7,1.0
33344,22345,4,centro,8,0,0,8,4,0,51.2,47.0,1.8
33344,22345,4,esquina,8,0,0,8,5,0,49.2,49.7,1.1
33344,22345,4,lado,8,2,0,6,6,14,47.3,51.7,1.0
