white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
12334,11335,primero,46.3,4 lado,39.9,0,5,2
12334,12335,primero,42.8,4 lado,36.2,0,5,2
12334,22335,primero,42.7,4 lado,35.8,0,5,2
22334,11335,primero,47.2,4 lado,41.1,0,5,2
22334,12335,primero,44.7,4 lado,38.8,0,5,2
23334,13335,primero,51.8,4 lado,37.4,0,5,2
33333,11334,tablas,37.8,3 lado,31.3,0,5,2
33333,11335,tablas,37.8,3 lado,31.3,0,5,2
33333,12334,tablas,37.8,3 lado,31.3,0,5,2
33333,12335,tablas,37.8,3 lado,31.3,0,5,2
33333,22334,tablas,37.8,3 lado,31.3,0,5,2
33333,22335,tablas,37.8,3 lado,31.3,0,5,2
33334,13335,primero,63.8,4 lado,53.6,0,5,2
33334,23335,primero,63.8,4 lado,53.6,0,5,2
33334,33335,primero,45.0,4 lado,40.9,0,5,2
44444,11445,tablas,37.8,4 lado,31.3,0,5,2
44444,12445,tablas,37.8,4 lado,31.3,0,5,2
44444,13445,tablas,37.8,4 lado,31.3,0,5,2
44444,22445,tablas,37.8,4 lado,31.3,0,5,2
44444,23445,tablas,37.8,4 lado,31.3,0,5,2
44444,33445,tablas,37.8,4 lado,31.3,0,5,2
