white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11144,22235,primero,46.8,4 lado,33.9,0,4,3
11144,22335,primero,46.8,4 lado,33.9,0,4,3
11144,23335,primero,46.8,4 lado,33.9,0,4,3
11144,33335,primero,46.8,4 lado,33.9,0,4,3
11234,12235,primero,57.8,4 lado,41.7,0,4,3
11244,12235,primero,60.5,4 lado,44.2,0,4,3
11244,12335,primero,62.7,4 lado,46.2,0,4,3
11244,13335,primero,59.8,4 lado,44.3,0,4,3
11244,22335,primero,57.2,4 lado,41.2,0,4,3
11244,23335,primero,55.7,4 lado,40.0,0,4,3
11244,33335,primero,46.8,4 lado,33.9,0,4,3
11334,12335,primero,58.5,4 lado,57.3,0,5,3
11334,22335,primero,58.5,4 esquina,57.0,0,5,3
12233,11234,primero,61.3,3 esquina,52.4,0,4,3
12233,11235,primero,61.3,3 esquina,52.4,0,4,3
12244,11245,primero,61.3,4 esquina,52.4,0,4,3
12244,12335,primero,63.0,4 lado,46.7,0,4,3
12244,13335,primero,62.2,4 lado,45.5,0,4,3
12244,23335,primero,59.2,4 lado,42.0,0,4,3
12244,33335,primero,46.8,4 lado,33.9,0,4,3
12334,11335,primero,60.5,4 esquina,58.3,0,5,3
12334,12335,primero,59.7,4 lado,57.5,0,5,3
12334,22335,primero,58.5,4 esquina,55.9,0,5,3
13344,11345,primero,61.3,4 esquina,52.4,0,4,3
13344,22345,primero,60.7,4 esquina,52.1,0,4,3
22244,13335,primero,62.2,4 lado,45.5,0,4,3
22244,33335,primero,46.8,4 lado,33.9,0,4,3
22334,11335,primero,60.5,4 esquina,58.3,0,5,3
22334,12335,primero,59.8,4 lado,57.6,0,5,3
23344,11345,primero,61.3,4 esquina,52.4,0,4,3
23344,22345,primero,61.3,4 esquina,52.4,0,4,3
33334,13335,primero,69.3,4 lado,51.6,0,5,3
33334,23335,primero,69.3,4 lado,51.6,0,5,3
33344,11345,primero,64.8,4 esquina,53.9,0,4,3
33344,12345,primero,64.8,4 esquina,53.9,0,4,3
33344,22345,primero,64.8,4 esquina,53.9,0,4,3
