white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11244,22334,primero,49.8,1 esquina,45.8,0,5,2
11244,22335,primero,47.7,1 esquina,44.2,0,5,2
11245,22334,primero,51.2,1 esquina,46.8,0,5,2
11245,22335,primero,48.5,1 esquina,44.8,0,5,2
11245,22344,primero,49.4,1 esquina,44.9,0,5,2
11255,22334,primero,51.5,1 esquina,47.1,0,5,2
11255,22335,primero,49.8,1 esquina,45.8,0,5,2
11255,22344,primero,51.3,1 esquina,46.9,0,5,2
11255,22345,primero,49.8,1 esquina,45.9,0,5,2
11255,22445,primero,49.8,1 esquina,45.8,0,5,2
11334,22344,primero,56.5,1 esquina,51.0,0,5,2
11334,22345,primero,56.7,1 esquina,51.0,0,5,2
11334,22355,primero,56.4,1 esquina,50.5,0,5,2
11334,23334,primero,52.9,1 esquina,47.6,0,5,2
11334,23335,primero,52.4,1 esquina,46.8,0,5,2
11335,22344,primero,57.8,1 esquina,52.5,0,5,2
11335,22345,primero,57.3,1 esquina,51.7,0,5,2
11335,22355,primero,56.5,1 esquina,51.0,0,5,2
11335,23334,primero,54.3,1 esquina,48.8,0,5,2
11335,23335,primero,52.9,1 esquina,47.6,0,5,2
11344,22445,primero,48.1,1 esquina,44.2,0,5,2
11344,23355,primero,56.9,1 esquina,50.1,0,5,2
11344,33345,primero,52.9,1 esquina,47.5,0,5,2
11345,22445,primero,50.9,1 esquina,46.8,0,5,2
11345,22455,primero,49.5,1 esquina,45.4,0,5,2
11345,23355,primero,57.9,1 esquina,51.1,0,5,2
11345,23444,primero,50.5,1 esquina,45.8,0,5,2
11345,23445,primero,49.8,1 esquina,44.8,0,5,2
11345,33345,primero,56.9,1 esquina,50.6,0,5,2
11355,22445,primero,57.7,1 esquina,53.9,0,5,2
11355,22455,primero,53.8,1 esquina,49.5,0,5,2
11355,23445,primero,55.3,1 esquina,50.9,0,5,2
11355,23455,primero,51.5,1 esquina,46.6,0,5,2
11355,24445,primero,50.7,1 esquina,46.3,0,5,2
11355,33345,primero,58.6,1 esquina,52.5,0,5,2
11355,33445,primero,49.8,1 esquina,45.8,0,5,2
11445,22455,primero,56.5,1 esquina,51.0,0,5,2
11445,23455,primero,56.7,1 esquina,51.1,0,5,2
11445,24445,primero,52.9,1 esquina,47.6,0,5,2
11445,33455,primero,56.5,1 esquina,51.0,0,5,2
11445,34445,primero,52.9,1 esquina,47.6,0,5,2
11455,23555,primero,48.3,1 esquina,44.3,0,5,2
12344,33345,primero,52.9,1 esquina,47.5,0,5,2
12345,33345,primero,56.9,1 esquina,50.6,0,5,2
12355,33345,primero,58.6,1 esquina,52.5,0,5,2
12355,33445,primero,49.9,1 esquina,45.9,0,5,2
12444,33445,primero,55.1,1 esquina,50.7,0,5,2
12444,33455,primero,52.1,1 esquina,47.3,0,5,2
12445,33455,primero,56.6,1 esquina,51.0,0,5,2
12445,34445,primero,52.9,1 esquina,47.6,0,5,2
12555,34555,primero,56.2,1 esquina,52.4,0,5,2
22344,33345,primero,52.9,2 esquina,47.5,0,5,2
22345,33345,primero,56.9,2 esquina,50.6,0,5,2
22355,33345,primero,58.6,2 esquina,52.5,0,5,2
22355,33445,primero,49.8,2 esquina,45.8,0,5,2
22445,33455,primero,56.5,2 esquina,51.0,0,5,2
22445,34445,primero,52.9,2 esquina,47.6,0,5,2
