white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11144,22235,primero,50.0,4 esquina,47.2,0,4,3
11144,22335,primero,49.9,4 esquina,47.1,0,4,3
11144,23335,primero,50.0,4 esquina,47.1,0,4,3
11144,33335,primero,49.9,4 esquina,47.1,0,4,3
11234,12235,primero,52.3,4 centro,47.9,0,4,3
11244,12235,primero,55.6,4 esquina,54.1,0,4,3
11244,12335,primero,53.7,4 esquina,51.4,0,4,3
11244,13335,primero,52.9,4 esquina,50.3,0,4,3
11244,22335,primero,51.5,4 esquina,49.0,0,4,3
11244,23335,primero,51.0,4 esquina,48.2,0,4,3
11244,33335,primero,49.9,4 esquina,47.1,0,4,3
11334,12335,primero,48.2,4 lado,46.7,0,5,3
11334,22335,primero,47.9,4 lado,46.4,0,5,3
12233,11234,primero,52.5,3 centro,43.9,0,4,3
12233,11235,primero,52.5,3 centro,43.9,0,4,3
12244,11245,primero,52.5,4 centro,43.9,0,4,3
12244,12335,primero,55.9,4 esquina,53.0,0,4,3
12244,13335,primero,53.5,4 esquina,51.2,0,4,3
12244,23335,primero,52.2,4 esquina,49.2,0,4,3
12244,33335,primero,49.9,4 esquina,47.1,0,4,3
12334,11335,primero,53.8,4 lado,50.6,0,5,3
12334,12335,primero,52.3,4 lado,48.7,0,5,3
12334,22335,primero,50.3,4 lado,47.6,0,5,3
13344,11345,primero,52.5,4 centro,43.9,0,4,3
13344,22345,primero,52.1,4 centro,43.8,0,4,3
22244,13335,primero,53.9,4 esquina,51.4,0,4,3
22244,33335,primero,49.9,4 esquina,47.1,0,4,3
22334,11335,primero,54.1,4 lado,50.9,0,5,3
22334,12335,primero,52.8,4 lado,49.5,0,5,3
23344,11345,primero,52.6,4 centro,44.4,0,4,3
23344,22345,primero,52.5,4 centro,43.9,0,4,3
33334,13335,primero,59.1,4 lado,51.5,0,5,3
33334,23335,primero,59.1,4 lado,51.5,0,5,3
33344,11345,primero,52.9,4 centro,45.1,0,4,3
33344,12345,primero,52.9,4 centro,45.1,0,4,3
33344,22345,primero,52.9,4 centro,45.1,0,4,3
