white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11134,2235,primero,54.4,3 esquina,49.8,0,7,6
11224,1335,tablas,52.6,2 esquina,49.2,0,9,6
11233,1244,tablas,54.5,3 esquina,50.1,0,9,6
11233,1255,tablas,54.5,3 esquina,50.1,0,9,6
11234,1245,tablas,57.7,4 esquina,53.0,0,10,8
11234,2335,primero,50.3,2 esquina,46.7,0,7,8
11244,1255,tablas,54.5,4 esquina,50.1,0,9,6
11334,2245,primero,54.4,3 esquina,48.2,0,9,6
11344,1355,tablas,54.5,4 esquina,50.1,0,9,6
12224,1335,tablas,54.3,1 esquina,50.7,0,9,6
12224,1344,tablas,53.1,1 esquina,50.0,0,7,6
12225,1355,tablas,53.1,1 esquina,50.0,0,7,6
12225,1455,tablas,53.1,1 esquina,50.0,0,7,6
12333,2244,tablas,54.1,3 esquina,48.0,0,8,6
12333,2255,tablas,54.1,3 esquina,48.0,0,8,6
12334,1345,segundo,51.7,3 esquina,47.5,1,10,8
12334,1355,segundo,49.9,1 esquina,46.1,1,9,8
12444,1355,tablas,59.0,4 esquina,53.1,0,9,6
12444,2255,tablas,54.1,4 esquina,48.0,0,8,6
13335,1455,tablas,53.1,1 esquina,50.0,0,7,6
13344,3345,primero,53.7,4 esquina,48.7,0,7,6
13444,3355,tablas,54.1,4 esquina,48.0,0,8,6
22244,1355,tablas,56.3,4 esquina,52.6,0,9,4
22334,1345,tablas,54.7,3 esquina,49.7,0,10,6
22335,1455,tablas,55.7,3 esquina,52.6,0,7,6
22344,2355,tablas,54.5,4 esquina,50.1,0,9,6
23335,1455,tablas,56.2,2 esquina,53.0,0,7,6
23335,2455,tablas,53.1,2 esquina,50.0,0,7,6
23344,3345,primero,53.7,4 esquina,48.7,0,7,6
23444,3355,tablas,54.1,4 esquina,48.0,0,8,6
