white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
1113,22233,segundo,20.0,3 esquina,14.5,5,6,4
1114,22233,primero,20.0,4 esquina,15.8,0,6,4
1114,22234,segundo,20.5,4 esquina,13.4,4,9,4
1114,22235,segundo,16.5,4 esquina,12.2,6,11,4
1114,22244,segundo,20.0,4 esquina,14.5,5,6,4
1114,22333,primero,19.0,1 esquina,15.5,0,6,4
1114,22334,segundo,20.0,4 esquina,13.0,4,9,4
1114,22335,segundo,16.5,4 esquina,12.5,6,11,4
1114,22344,segundo,21.0,4 esquina,13.6,8,9,4
1114,23333,primero,19.5,4 esquina,16.4,0,6,4
1114,23334,segundo,21.0,4 esquina,12.9,4,9,4
1114,23335,segundo,17.0,4 esquina,12.4,6,11,4
1114,23344,segundo,21.0,4 esquina,12.4,8,9,4
1114,33333,primero,20.0,1 esquina,14.6,0,3,4
1114,33334,segundo,20.0,4 esquina,14.4,2,6,4
1114,33335,segundo,17.5,4 esquina,13.1,4,8,4
1114,33344,segundo,20.0,4 esquina,14.5,5,6,4
1115,22233,primero,20.0,5 esquina,15.8,0,6,4
1115,22234,primero,18.0,5 esquina,12.9,0,9,4
1115,22235,segundo,20.5,5 esquina,13.4,4,9,4
1115,22244,primero,20.0,5 esquina,15.8,0,6,4
1115,22245,segundo,20.5,5 esquina,13.4,4,9,4
1115,22255,segundo,20.0,5 esquina,14.5,5,6,4
1115,22333,primero,19.0,1 esquina,15.5,0,6,4
1115,22334,primero,17.5,5 esquina,12.6,0,9,4
1115,22335,segundo,20.0,5 esquina,13.0,4,9,4
1115,22344,primero,18.5,5 esquina,13.1,0,9,4
1115,22345,segundo,22.0,1 esquina,14.4,6,12,4
1115,22355,segundo,21.0,5 esquina,13.6,8,9,4
1115,22444,primero,19.0,1 esquina,15.5,0,6,4
1115,22445,segundo,20.0,5 esquina,13.0,4,9,4
1115,22455,segundo,21.0,5 esquina,13.6,8,9,4
1115,23333,primero,19.5,5 esquina,16.4,0,6,4
1115,23334,primero,18.5,5 esquina,12.5,0,9,4
1115,23335,segundo,21.0,5 esquina,12.9,4,9,4
1115,23344,primero,19.0,5 esquina,12.4,0,9,4
1115,23345,segundo,20.0,1 esquina,14.6,6,12,4
1115,23355,segundo,21.0,5 esquina,12.4,8,9,4
1115,23444,primero,19.5,5 esquina,13.2,0,9,4
1115,23445,segundo,18.5,5 esquina,13.8,6,12,4
1115,23455,segundo,20.0,1 esquina,13.6,11,12,4
1115,24444,primero,19.5,5 esquina,16.4,0,6,4
1115,24445,segundo,21.0,5 esquina,12.9,4,9,4
1115,24455,segundo,21.0,5 esquina,12.4,8,9,4
1115,33333,primero,20.0,1 esquina,14.6,0,3,4
1115,33334,primero,20.5,5 esquina,15.2,0,6,4
1115,33335,segundo,20.0,5 esquina,14.4,2,6,4
1115,33344,primero,20.0,5 esquina,15.8,0,6,4
1115,33345,segundo,20.5,5 esquina,13.4,4,9,4
1115,33355,segundo,20.0,5 esquina,14.5,5,6,4
1115,33444,primero,19.0,1 esquina,15.5,0,6,4
1115,33445,segundo,20.0,5 esquina,13.0,4,9,4
1115,33455,segundo,21.0,5 esquina,13.6,8,9,4
1115,34444,primero,19.5,5 esquina,16.4,0,6,4
1115,34445,segundo,21.0,5 esquina,12.9,4,9,4
1115,34455,segundo,21.0,5 esquina,12.4,8,9,4
1115,44444,primero,20.0,1 esquina,14.6,0,3,4
1115,44445,segundo,20.0,5 esquina,14.4,2,6,4
1115,44455,segundo,20.0,5 esquina,14.5,5,6,4
1123,12233,segundo,28.0,3 esquina,22.0,4,5,6
1123,12234,segundo,24.0,2 esquina,16.6,8,10,6
1123,12235,segundo,24.0,2 esquina,16.6,8,10,6
1124,12233,primero,36.0,4 esquina,27.4,0,5,6
1124,12234,segundo,30.5,2 esquina,21.5,2,8,6
1124,12235,segundo,23.0,4 esquina,17.2,4,10,6
1124,12244,segundo,28.0,4 esquina,22.0,4,5,6
1124,12245,segundo,24.0,2 esquina,16.6,8,10,6
1124,12333,primero,34.0,4 esquina,27.7,0,5,6
1124,12334,segundo,30.0,2 esquina,21.8,2,8,6
1124,12335,segundo,23.0,2 esquina,17.1,4,10,6
