white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11334,12255,tablas,47.1,3 lado,45.0,0,9,6
11344,12255,tablas,47.2,4 lado,45.1,0,9,6
12234,11245,tablas,53.9,2 lado,51.0,0,10,8
12234,13335,primero,47.9,4 esquina,45.8,0,7,8
12333,11244,tablas,55.0,3 lado,50.5,0,9,6
12333,11255,tablas,55.0,3 lado,50.5,0,9,6
12344,11355,tablas,55.4,4 lado,49.5,0,9,8
12344,12355,segundo,53.0,4 lado,48.4,1,10,8
12444,11255,tablas,55.0,4 lado,50.5,0,9,6
12444,11355,tablas,51.1,4 esquina,46.9,0,9,6
13334,12345,segundo,52.0,3 esquina,45.8,1,11,6
13334,12355,segundo,51.4,3 esquina,48.1,3,10,6
13334,22245,primero,51.5,3 esquina,46.9,0,9,6
13344,13355,tablas,52.0,3 lado,48.6,0,9,6
13344,22355,tablas,51.2,1 esquina,47.1,0,9,6
13444,11355,tablas,55.0,4 lado,50.5,0,9,6
13444,22355,tablas,49.9,4 lado,46.0,0,9,6
22334,11355,segundo,50.6,2 esquina,48.4,3,9,6
22344,11355,tablas,53.1,4 esquina,50.9,0,9,6
22344,12355,segundo,58.1,4 esquina,52.8,1,10,6
23334,12345,segundo,55.2,3 esquina,49.1,1,11,6
23334,12355,segundo,55.8,3 esquina,51.9,3,10,6
23344,23355,tablas,52.0,3 lado,48.6,0,9,6
23444,22355,tablas,55.0,4 lado,50.5,0,9,6
33333,11144,tablas,53.2,3 esquina,52.4,0,8,2
33333,11155,tablas,53.2,3 esquina,52.4,0,8,2
33333,22244,tablas,53.2,3 esquina,52.4,0,8,2
33333,22255,tablas,53.2,3 esquina,52.4,0,8,2
44444,11155,tablas,53.2,4 esquina,52.4,0,8,2
44444,22255,tablas,53.2,4 esquina,52.4,0,8,2
