white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
111224,23335,tablas,35.0,2 esquina,31.7,0,9,6
111224,23344,segundo,36.5,4 esquina,32.5,1,7,6
111224,23345,segundo,33.0,2 lado,28.2,4,12,6
111224,23355,segundo,31.0,4 esquina,27.2,3,11,6
111224,33335,tablas,34.5,2 esquina,30.1,0,8,6
111224,33344,segundo,32.0,4 esquina,30.1,1,6,6
111224,33345,segundo,31.0,2 esquina,26.4,4,11,6
111224,33355,segundo,29.5,4 esquina,26.9,3,10,6
111225,23355,segundo,36.5,5 esquina,32.5,1,7,6
111225,23455,segundo,38.5,1 lado,34.9,1,10,6
111225,24455,segundo,36.5,5 esquina,32.5,1,7,6
111225,33355,segundo,32.0,5 esquina,30.1,1,6,6
111225,33455,segundo,31.0,5 esquina,28.7,1,9,6
111225,34455,segundo,30.5,5 esquina,28.0,1,9,6
111225,44455,segundo,32.0,5 esquina,30.1,1,6,6
111233,22333,tablas,54.5,2 esquina,50.1,0,2,6
111233,23333,segundo,47.5,1 esquina,44.1,1,2,6
111233,33333,segundo,38.0,3 esquina,30.6,1,1,6
111234,22335,primero,57.0,2 esquina,50.6,0,7,8
111234,22344,tablas,53.5,2 esquina,45.7,0,5,8
111234,22345,tablas,42.0,1 esquina,35.6,0,10,8
111234,22355,tablas,44.5,2 esquina,38.0,0,9,8
111234,22444,segundo,49.5,2 esquina,42.3,1,4,8
111234,23335,primero,51.5,1 esquina,45.9,0,7,8
111234,23344,tablas,45.5,3 esquina,42.6,0,5,8
111234,23345,tablas,38.5,4 esquina,33.5,0,10,8
111234,23355,tablas,39.5,3 esquina,34.9,0,9,8
111234,33335,primero,45.5,3 esquina,39.8,0,6,8
111234,33344,tablas,43.5,3 esquina,36.2,0,4,8
111234,33345,tablas,40.0,3 esquina,32.3,0,9,8
111234,33355,tablas,35.5,3 esquina,29.4,0,8,8
111235,22355,tablas,53.5,2 esquina,45.7,0,5,8
111235,22455,tablas,46.0,2 esquina,40.2,0,7,8
111235,22555,segundo,49.5,2 esquina,42.3,1,4,8
111235,23355,tablas,45.5,3 esquina,42.6,0,5,8
111235,23455,segundo,49.0,1 esquina,40.1,1,8,8
111235,24455,segundo,39.0,5 esquina,36.0,1,7,8
