white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11123,2233,tablas,41.0,1 esquina,32.5,0,4,6
11123,2234,segundo,33.0,1 esquina,26.6,1,9,6
11123,2235,segundo,33.0,1 esquina,26.6,1,9,6
11123,2244,segundo,30.5,1 esquina,26.2,1,8,6
11123,2245,segundo,27.5,2 esquina,23.5,2,15,6
11123,2255,segundo,30.5,1 esquina,26.2,1,8,6
11123,2333,segundo,38.0,1 esquina,28.3,2,4,6
11123,2334,segundo,24.0,3 esquina,19.9,7,9,6
11123,2335,segundo,24.0,3 esquina,19.9,7,9,6
11123,2344,segundo,24.5,2 esquina,20.0,7,11,6
11123,2345,segundo,24.0,3 esquina,17.8,12,18,6
11123,2355,segundo,24.5,2 esquina,20.0,7,11,6
11123,2444,segundo,31.5,1 esquina,24.3,5,8,6
11123,2445,segundo,25.5,2 esquina,20.0,10,15,6
11123,2455,segundo,24.5,1 esquina,19.4,10,15,6
11123,2555,segundo,31.5,1 esquina,24.3,5,8,6
11123,3333,segundo,24.5,3 esquina,20.1,2,3,6
11123,3334,segundo,23.5,1 esquina,18.2,7,8,6
11123,3335,segundo,23.5,1 esquina,18.2,7,8,6
11124,2234,primero,39.0,1 esquina,36.9,0,7,6
11124,2235,tablas,37.0,1 esquina,30.3,0,9,6
11124,2244,tablas,41.0,1 esquina,32.5,0,4,6
11124,2245,segundo,33.0,1 esquina,26.6,1,9,6
11124,2255,segundo,30.5,1 esquina,26.2,1,8,6
11124,2334,primero,36.0,2 esquina,31.2,0,7,6
11124,2335,tablas,30.0,4 esquina,26.6,0,9,6
11124,2344,segundo,32.0,2 esquina,28.7,1,7,6
11124,2345,segundo,29.0,2 esquina,22.4,2,12,6
11124,2355,segundo,29.0,1 esquina,23.6,3,11,6
11124,2444,segundo,38.0,1 esquina,28.3,2,4,6
11124,2445,segundo,24.0,4 esquina,19.9,7,9,6
11124,2455,segundo,24.5,2 esquina,20.0,7,11,6
11124,2555,segundo,31.5,1 esquina,24.3,5,8,6
11124,3334,primero,35.0,1 esquina,29.5,0,6,6
11124,3335,tablas,33.0,1 esquina,26.1,0,8,6
11124,3344,segundo,28.5,1 esquina,25.7,1,6,6
11124,3345,segundo,27.0,2 esquina,22.2,2,11,6
11124,3355,segundo,27.0,1 esquina,23.6,3,10,6
11124,3444,segundo,34.5,1 esquina,26.9,2,6,6
11124,3445,segundo,24.5,4 esquina,19.7,8,11,6
11124,3455,segundo,23.5,4 esquina,18.5,8,13,6
11124,3555,segundo,30.5,1 esquina,24.3,5,10,6
11124,4444,segundo,24.5,4 esquina,20.1,2,3,6
11124,4445,segundo,23.5,1 esquina,18.2,7,8,6
11125,2235,primero,39.0,1 esquina,36.9,0,7,6
11125,2245,primero,39.0,1 esquina,36.9,0,7,6
11125,2255,tablas,41.0,1 esquina,32.5,0,4,6
11125,2335,primero,36.0,2 esquina,31.2,0,7,6
