white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
111344,22255,primero,54.8,4 esquina,51.2,0,8,6
111344,22355,tablas,56.5,4 esquina,49.8,0,9,6
111344,33345,primero,52.0,3 esquina,48.1,0,7,6
112224,13335,tablas,53.6,2 esquina,48.9,0,9,6
112234,23335,primero,54.8,2 esquina,49.7,0,7,8
112244,13355,tablas,56.6,4 esquina,52.0,0,9,6
112334,13355,tablas,53.5,4 esquina,49.2,0,9,8
112335,22455,tablas,56.5,3 esquina,51.4,0,7,8
112344,33345,primero,53.0,1 esquina,48.5,0,7,8
113333,22334,tablas,57.6,3 esquina,50.0,0,7,4
113333,22335,tablas,57.6,3 esquina,50.0,0,7,4
113334,22345,primero,57.6,3 esquina,51.3,0,10,6
113335,22455,tablas,55.1,3 esquina,51.4,0,7,6
113444,22445,tablas,55.1,4 esquina,48.9,0,7,6
122234,13355,tablas,50.9,2 esquina,47.5,0,9,8
122235,14455,segundo,54.6,2 esquina,50.2,1,7,8
122244,13355,tablas,56.9,4 esquina,51.8,0,9,6
122334,13345,tablas,56.0,4 esquina,51.0,0,10,8
122334,13355,tablas,55.3,3 esquina,50.5,0,9,8
122335,14455,segundo,54.8,3 esquina,51.1,1,7,8
122344,23355,tablas,56.3,4 esquina,51.4,0,9,8
122344,33345,primero,53.1,2 esquina,48.5,0,7,8
133334,23345,tablas,58.0,3 esquina,50.6,0,10,6
133444,22445,tablas,59.4,4 esquina,52.8,0,7,6
222334,13345,tablas,53.8,3 esquina,49.8,0,10,6
222334,13355,tablas,54.9,3 esquina,49.8,0,9,6
222335,14455,segundo,51.8,2 esquina,49.4,1,7,6
333344,11445,segundo,55.2,3 esquina,49.7,1,7,4
333344,22445,segundo,55.2,3 esquina,49.7,1,7,4
333444,33445,tablas,56.2,4 esquina,49.1,0,7,4
