white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11334,12255,tablas,44.0,3 lado,37.0,0,9,6
11344,12255,tablas,44.0,4 lado,37.0,0,9,6
12234,11245,tablas,46.0,4 lado,36.0,0,10,8
12234,13335,primero,43.8,4 lado,34.3,0,7,8
12333,11244,tablas,47.5,3 lado,39.4,0,9,6
12333,11255,tablas,47.5,3 lado,39.4,0,9,6
12344,11355,tablas,47.2,4 lado,35.2,0,9,8
12344,12355,segundo,45.2,3 lado,35.2,1,10,8
12444,11255,tablas,47.5,4 lado,39.4,0,9,6
12444,11355,tablas,46.0,4 lado,39.2,0,9,6
13334,12345,segundo,42.8,4 lado,30.5,1,11,6
13334,12355,segundo,42.0,3 lado,32.1,3,10,6
13334,22245,primero,47.2,3 lado,39.5,0,9,6
13344,13355,tablas,38.5,4 lado,32.5,0,9,6
13344,22355,tablas,41.8,4 lado,34.1,0,9,6
13444,11355,tablas,47.5,4 lado,39.4,0,9,6
13444,22355,tablas,44.8,4 lado,37.7,0,9,6
22334,11355,segundo,42.2,4 lado,32.0,3,9,6
22344,11355,tablas,47.0,4 lado,39.8,0,9,6
22344,12355,segundo,47.8,4 lado,38.8,1,10,6
23334,12345,segundo,45.5,4 lado,32.5,1,11,6
23334,12355,segundo,43.8,4 lado,33.1,3,10,6
23344,23355,tablas,38.5,4 lado,32.5,0,9,6
23444,22355,tablas,47.5,4 lado,39.4,0,9,6
33333,11144,tablas,46.8,3 lado,46.8,0,8,2
33333,11155,tablas,46.8,3 lado,46.8,0,8,2
33333,22244,tablas,46.8,3 lado,46.8,0,8,2
33333,22255,tablas,46.8,3 lado,46.8,0,8,2
44444,11155,tablas,46.8,4 lado,46.8,0,8,2
44444,22255,tablas,46.8,4 lado,46.8,0,8,2
