white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
111344,22255,primero,57.0,4 esquina,49.7,0,8,6
111344,22355,tablas,50.8,4 esquina,47.1,0,9,6
111344,33345,primero,50.6,4 lado,45.8,0,7,6
112224,13335,tablas,51.4,2 esquina,48.1,0,9,6
112234,23335,primero,50.5,2 esquina,47.6,0,7,8
112244,13355,tablas,54.5,4 esquina,48.5,0,9,6
112334,13355,tablas,52.1,3 esquina,47.9,0,9,8
112335,22455,tablas,51.4,3 esquina,47.8,0,7,8
112344,33345,primero,52.6,4 lado,45.8,0,7,8
113333,22334,tablas,53.1,3 esquina,47.3,0,7,4
113333,22335,tablas,53.1,3 esquina,47.3,0,7,4
113334,22345,primero,51.0,3 esquina,48.1,0,10,6
113335,22455,tablas,51.9,3 esquina,48.2,0,7,6
113444,22445,tablas,53.4,4 lado,46.4,0,7,6
122234,13355,tablas,50.5,2 esquina,46.1,0,9,8
122235,14455,segundo,52.1,2 esquina,45.9,1,7,8
122244,13355,tablas,56.2,4 esquina,49.3,0,9,6
122334,13345,tablas,50.6,4 lado,47.8,0,10,8
122334,13355,tablas,53.4,3 lado,50.3,0,9,8
122335,14455,segundo,52.2,3 esquina,48.6,1,7,8
122344,23355,tablas,54.8,4 esquina,49.2,0,9,8
122344,33345,primero,52.4,4 lado,45.8,0,7,8
133334,23345,tablas,48.9,3 lado,45.9,0,10,6
133444,22445,tablas,56.9,4 lado,51.0,0,7,6
222334,13345,tablas,49.9,4 lado,47.2,0,10,6
222334,13355,tablas,50.6,3 esquina,47.8,0,9,6
222335,14455,segundo,51.4,2 esquina,45.4,1,7,6
333344,11445,segundo,52.2,3 esquina,50.6,1,7,4
333344,22445,segundo,52.2,3 esquina,50.6,1,7,4
333444,33445,tablas,51.5,4 esquina,49.0,0,7,4
