white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11134,2235,primero,51.0,3 esquina,48.1,0,7,6
11224,1335,tablas,50.2,4 esquina,47.6,0,9,6
11233,1244,tablas,52.6,3 esquina,47.7,0,9,6
11233,1255,tablas,52.6,3 esquina,47.7,0,9,6
11234,1245,tablas,54.9,3 esquina,50.6,0,10,8
11234,2335,primero,49.6,4 esquina,44.8,0,7,8
11244,1255,tablas,52.6,4 esquina,47.7,0,9,6
11334,2245,primero,52.4,3 esquina,48.0,0,9,6
11344,1355,tablas,52.6,4 esquina,47.7,0,9,6
12224,1335,tablas,51.4,4 esquina,48.8,0,9,6
12224,1344,tablas,48.6,4 esquina,45.9,0,7,6
12225,1355,tablas,48.6,5 esquina,45.9,0,7,6
12225,1455,tablas,48.6,5 esquina,45.9,0,7,6
12333,2244,tablas,48.4,3 esquina,44.5,0,8,6
12333,2255,tablas,48.4,3 esquina,44.5,0,8,6
12334,1345,segundo,48.4,4 lado,45.1,1,10,8
12334,1355,segundo,49.6,3 lado,46.2,1,9,8
12444,1355,tablas,54.1,4 esquina,50.1,0,9,6
12444,2255,tablas,48.4,4 esquina,44.5,0,8,6
13335,1455,tablas,48.6,5 esquina,45.9,0,7,6
13344,3345,primero,53.8,4 esquina,49.5,0,7,6
13444,3355,tablas,48.4,4 esquina,44.5,0,8,6
22244,1355,tablas,52.0,2 esquina,47.6,0,9,4
22334,1345,tablas,50.8,3 esquina,47.1,0,10,6
22335,1455,tablas,51.0,5 esquina,48.6,0,7,6
22344,2355,tablas,52.6,4 esquina,47.7,0,9,6
23335,1455,tablas,50.5,2 esquina,48.2,0,7,6
23335,2455,tablas,48.6,5 esquina,45.9,0,7,6
23344,3345,primero,53.8,4 esquina,49.5,0,7,6
23444,3355,tablas,48.4,4 esquina,44.5,0,8,6
