white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
111344,22255,primero,58.0,4 lado,51.0,0,8,6
111344,22355,tablas,57.5,4 lado,48.1,0,9,6
111344,33345,primero,55.5,4 lado,47.5,0,7,6
112224,13335,tablas,51.2,2 lado,40.5,0,9,6
112234,23335,primero,55.0,4 lado,47.1,0,7,8
112244,13355,tablas,52.2,4 lado,46.2,0,9,6
112334,13355,tablas,49.0,3 lado,39.2,0,9,8
112335,22455,tablas,53.5,1 lado,43.5,0,7,8
112344,33345,primero,60.0,4 lado,47.1,0,7,8
113333,22334,tablas,66.5,3 lado,57.0,0,7,4
113333,22335,tablas,66.5,3 lado,57.0,0,7,4
113334,22345,primero,58.8,4 lado,48.7,0,10,6
113335,22455,tablas,55.5,3 lado,45.5,0,7,6
113444,22445,tablas,57.2,4 lado,43.5,0,7,6
122234,13355,tablas,45.2,2 lado,36.4,0,9,8
122235,14455,segundo,54.2,2 lado,39.5,1,7,8
122244,13355,tablas,54.0,1 lado,47.0,0,9,6
122334,13345,tablas,52.0,4 lado,40.2,0,10,8
122334,13355,tablas,49.0,2 lado,39.9,0,9,8
122335,14455,segundo,55.0,2 lado,39.8,1,7,8
122344,23355,tablas,56.2,4 lado,46.4,0,9,8
122344,33345,primero,60.8,4 lado,47.6,0,7,8
133334,23345,tablas,51.8,3 lado,45.4,0,10,6
133444,22445,tablas,62.0,4 lado,45.4,0,7,6
222334,13345,tablas,46.2,3 lado,38.4,0,10,6
222334,13355,tablas,47.5,2 lado,39.4,0,9,6
222335,14455,segundo,54.2,2 lado,39.6,1,7,6
333344,11445,segundo,46.5,4 lado,33.3,1,7,4
333344,22445,segundo,46.5,4 lado,33.3,1,7,4
333444,33445,tablas,54.0,4 lado,42.6,0,7,4
