white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11334,12255,tablas,50.6,1 esquina,45.1,0,9,6
11344,12255,tablas,49.7,1 esquina,44.6,0,9,6
12234,11245,tablas,55.2,2 esquina,49.6,0,10,8
12234,13335,primero,49.5,1 esquina,45.8,0,7,8
12333,11244,tablas,57.9,3 esquina,49.4,0,9,6
12333,11255,tablas,57.9,3 esquina,49.4,0,9,6
12344,11355,tablas,50.6,2 esquina,46.3,0,9,8
12344,12355,segundo,54.1,1 esquina,48.8,1,10,8
12444,11255,tablas,57.9,4 esquina,49.4,0,9,6
12444,11355,tablas,53.9,4 esquina,46.7,0,9,6
13334,12345,segundo,49.8,3 esquina,44.7,1,11,6
13334,12355,segundo,51.5,3 esquina,46.2,3,10,6
13334,22245,primero,52.4,3 esquina,46.4,0,9,6
13344,13355,tablas,50.7,4 esquina,45.6,0,9,6
13344,22355,tablas,52.3,4 esquina,46.9,0,9,6
13444,11355,tablas,57.9,4 esquina,49.4,0,9,6
13444,22355,tablas,55.4,4 esquina,47.1,0,9,6
22334,11355,segundo,50.5,3 esquina,45.3,3,9,6
22344,11355,tablas,53.9,4 esquina,49.0,0,9,6
22344,12355,segundo,55.7,4 esquina,50.1,1,10,6
23334,12345,segundo,52.7,3 esquina,47.2,1,11,6
23334,12355,segundo,54.7,3 esquina,48.1,3,10,6
23344,23355,tablas,50.7,4 esquina,45.6,0,9,6
23444,22355,tablas,57.9,4 esquina,49.4,0,9,6
33333,11144,tablas,53.0,3 esquina,49.8,0,8,2
33333,11155,tablas,53.0,3 esquina,49.8,0,8,2
33333,22244,tablas,53.0,3 esquina,49.8,0,8,2
33333,22255,tablas,53.0,3 esquina,49.8,0,8,2
44444,11155,tablas,53.0,4 esquina,49.8,0,8,2
44444,22255,tablas,53.0,4 esquina,49.8,0,8,2
