white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
12333,112244,tablas,41.8,1 lado,35.2,0,9,6
12333,112255,tablas,41.8,1 lado,35.2,0,9,6
12334,122355,segundo,37.2,4 lado,29.8,3,10,8
12344,112355,segundo,44.0,3 lado,33.2,1,10,8
12344,122355,segundo,42.0,3 lado,32.5,1,10,8
12344,123355,segundo,41.8,3 lado,33.1,1,10,8
12444,112255,tablas,41.8,1 lado,35.2,0,9,6
13334,112355,segundo,40.2,3 lado,30.3,3,10,6
13344,113355,tablas,39.0,1 lado,31.7,0,9,6
13344,123355,tablas,43.8,3 lado,34.9,0,10,6
13344,133355,tablas,38.0,1 lado,31.2,0,9,6
13344,223355,tablas,35.8,4 lado,29.8,0,9,6
13444,113355,tablas,41.8,1 lado,35.2,0,9,6
13444,123355,tablas,45.5,4 lado,37.1,0,10,6
22333,111244,tablas,50.2,3 lado,42.6,0,9,4
22333,111255,tablas,50.2,3 lado,42.6,0,9,4
22334,112355,segundo,41.0,3 lado,32.4,3,10,6
22344,111355,tablas,42.8,3 lado,36.9,0,9,6
22344,112355,segundo,43.2,3 lado,36.2,1,10,6
22344,113355,segundo,38.5,3 lado,32.0,1,9,6
22344,123355,segundo,42.8,2 lado,34.7,1,10,6
22444,111255,tablas,50.2,4 lado,42.6,0,9,4
23334,112345,segundo,43.0,4 lado,30.4,1,11,6
23334,112355,segundo,43.8,3 lado,31.8,3,10,6
23334,122345,segundo,43.5,4 lado,30.4,1,11,6
23344,223355,tablas,39.0,2 lado,31.7,0,9,6
23444,223355,tablas,41.8,2 lado,35.2,0,9,6
33444,111355,tablas,50.2,4 lado,42.6,0,9,4
33444,113355,tablas,48.0,4 lado,39.6,0,9,4
33444,223355,tablas,48.0,4 lado,39.6,0,9,4
