white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
12333,112244,tablas,54.2,3 esquina,47.2,0,9,6
12333,112255,tablas,54.2,3 esquina,47.2,0,9,6
12334,122355,segundo,52.1,1 esquina,46.4,3,10,8
12344,112355,segundo,55.4,4 esquina,49.0,1,10,8
12344,122355,segundo,53.7,1 esquina,48.4,1,10,8
12344,123355,segundo,53.9,1 esquina,47.6,1,10,8
12444,112255,tablas,54.2,4 esquina,47.2,0,9,6
13334,112355,segundo,53.4,3 esquina,46.5,3,10,6
13344,113355,tablas,51.8,3 esquina,46.0,0,9,6
13344,123355,tablas,53.1,3 esquina,48.4,0,10,6
13344,133355,tablas,49.5,3 esquina,44.6,0,9,6
13344,223355,tablas,50.8,3 esquina,45.0,0,9,6
13444,113355,tablas,54.2,4 esquina,47.2,0,9,6
13444,123355,tablas,55.5,4 esquina,49.2,0,10,6
22333,111244,tablas,56.1,2 esquina,50.6,0,9,4
22333,111255,tablas,56.1,2 esquina,50.6,0,9,4
22334,112355,segundo,55.6,2 esquina,48.1,3,10,6
22344,111355,tablas,52.4,2 esquina,46.8,0,9,6
22344,112355,segundo,56.9,2 esquina,50.3,1,10,6
22344,113355,segundo,50.8,2 esquina,45.2,1,9,6
22344,123355,segundo,55.7,2 esquina,48.2,1,10,6
22444,111255,tablas,56.1,2 esquina,50.6,0,9,4
23334,112345,segundo,51.8,3 esquina,45.7,1,11,6
23334,112355,segundo,55.7,3 esquina,48.3,3,10,6
23334,122345,segundo,50.9,3 esquina,45.7,1,11,6
23344,223355,tablas,51.8,3 esquina,46.0,0,9,6
23444,223355,tablas,54.2,4 esquina,47.2,0,9,6
33444,111355,tablas,56.1,3 esquina,50.6,0,9,4
33444,113355,tablas,55.9,4 esquina,49.9,0,9,4
33444,223355,tablas,55.9,4 esquina,49.9,0,9,4
