white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
1224,1134,4,lado,21,2,2,17,12,14,52.1,36.0,11.9
1224,1134,2,esquina,21,0,2,19,7,0,50.5,36.1,13.4
1224,1134,4,esquina,21,0,0,21,11,0,49.0,38.5,12.5
1224,1134,2,lado,21,0,2,19,21,0,48.6,38.5,12.9
1224,1134,1,esquina,21,0,2,19,7,0,48.4,40.0,11.6
1224,1134,1,lado,21,0,10,11,21,0,46.8,42.4,10.9
1225,1135,5,lado,21,2,2,17,12,14,52.1,36.0,11.9
1225,1135,2,esquina,21,0,2,19,7,0,50.5,36.1,13.4
1225,1135,5,esquina,21,0,0,21,11,0,49.0,38.5,12.5
1225,1135,2,lado,21,0,2,19,21,0,48.6,38.5,12.9
1225,1135,1,esquina,21,0,2,19,7,0,48.4,40.0,11.6
1225,1135,1,lado,21,0,10,11,21,0,46.8,42.4,10.9
1225,1145,5,lado,21,2,2,17,12,14,52.1,36.0,11.9
1225,1145,2,esquina,21,0,2,19,7,0,50.5,36.1,13.4
1225,1145,5,esquina,21,0,0,21,11,0,49.0,38.5,12.5
1225,1145,2,lado,21,0,2,19,21,0,48.6,38.5,12.9
1225,1145,1,esquina,21,0,2,19,7,0,48.4,40.0,11.6
1225,1145,1,lado,21,0,10,11,21,0,46.8,42.4,10.9
1244,1135,4,esquina,21,0,0,21,7,0,54.6,31.9,13.5
1244,1135,4,lado,21,0,2,19,18,0,54.5,31.5,14.0
1244,1135,1,esquina,21,0,2,19,7,0,53.6,32.8,13.6
1244,1135,2,esquina,21,0,2,19,7,0,50.9,36.2,12.9
1244,1135,1,lado,21,0,11,10,21,0,48.9,39.0,12.1
1244,1135,2,lado,21,2,5,14,21,14,47.9,36.8,15.4
1335,1145,5,lado,21,2,2,17,12,14,52.1,36.0,11.9
1335,1145,3,esquina,21,0,2,19,7,0,50.5,36.1,13.4
1335,1145,5,esquina,21,0,0,21,11,0,49.0,38.5,12.5
1335,1145,3,lado,21,0,2,19,21,0,48.6,38.5,12.9
1335,1145,1,esquina,21,0,2,19,7,0,48.4,40.0,11.6
1335,1145,1,lado,21,0,10,11,21,0,46.8,42.4,10.9
2234,1135,4,lado,21,0,2,19,19,0,55.1,30.1,14.8
2234,1135,2,esquina,21,0,2,19,7,0,54.6,31.0,14.4
2234,1135,3,lado,21,0,4,17,18,0,53.1,31.8,15.1
2234,1135,3,esquina,21,0,0,21,7,0,52.8,35.5,11.8
2234,1135,2,lado,21,0,4,17,21,0,51.4,33.2,15.4
2234,1135,4,esquina,21,0,2,19,7,0,49.2,36.5,14.2
2335,2245,5,lado,21,2,2,17,12,14,52.1,36.0,11.9
2335,2245,3,esquina,21,0,2,19,7,0,50.5,36.1,13.4
2335,2245,5,esquina,21,0,0,21,11,0,49.0,38.5,12.5
2335,2245,3,lado,21,0,2,19,21,0,48.6,38.5,12.9
2335,2245,2,esquina,21,0,2,19,7,0,48.4,40.0,11.6
2335,2245,2,lado,21,0,10,11,21,0,46.8,42.4,10.9
