white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
111344,222355,tablas,50.8,4 lado,41.2,0,9,6
112224,133335,tablas,48.0,2 lado,38.5,0,9,6
112244,123355,tablas,55.2,2 lado,43.9,0,10,6
112244,133355,tablas,47.2,4 lado,41.3,0,9,6
112334,122345,tablas,56.5,4 lado,45.4,0,11,8
112334,123345,tablas,51.5,4 lado,41.1,0,11,8
112344,223355,tablas,51.0,4 lado,41.9,0,9,8
113334,123345,tablas,56.2,4 lado,44.9,0,11,6
113334,123355,tablas,53.5,3 lado,42.2,0,10,6
113334,222355,tablas,51.0,4 lado,42.5,0,9,6
122234,113355,tablas,45.5,2 lado,36.0,0,9,8
122235,114455,segundo,53.8,2 lado,38.2,1,7,8
122244,133355,tablas,49.0,4 lado,42.2,0,9,6
122333,113334,segundo,51.5,3 lado,35.8,2,7,6
122333,113335,segundo,51.5,3 lado,35.8,2,7,6
122344,233355,tablas,50.2,2 lado,41.2,0,9,8
133333,113334,tablas,60.5,3 lado,51.4,0,7,4
133334,113345,tablas,51.5,3 lado,45.7,0,10,6
133334,223355,tablas,49.0,3 lado,40.5,0,9,6
133444,222445,tablas,60.2,4 lado,42.5,0,7,6
223333,113334,tablas,51.2,3 lado,42.1,0,7,4
223333,113335,tablas,51.2,3 lado,42.1,0,7,4
223334,113345,tablas,49.0,3 lado,42.0,0,10,6
223334,133345,tablas,46.5,3 lado,39.8,0,10,6
224444,114445,tablas,51.2,4 lado,42.1,0,7,4
233334,113345,tablas,52.5,3 lado,45.6,0,10,6
233334,133345,tablas,49.8,3 lado,42.4,0,10,6
233334,223345,tablas,51.5,3 lado,45.7,0,10,6
334444,114445,tablas,51.2,4 lado,42.1,0,7,4
334444,224445,tablas,51.2,4 lado,42.1,0,7,4
