white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
1224,1134,2,esquina,21,0,2,19,7,0,52.9,32.6,14.5
1224,1134,1,esquina,21,0,2,19,7,0,52.3,30.8,16.9
1224,1134,4,lado,21,2,2,17,12,14,51.5,32.8,15.7
1224,1134,4,esquina,21,0,0,21,11,0,47.8,36.5,15.7
1224,1134,2,lado,21,0,2,19,21,0,42.4,38.5,19.1
1224,1134,1,lado,21,0,10,11,21,0,41.2,42.4,16.4
1225,1135,2,esquina,21,0,2,19,7,0,52.9,32.6,14.5
1225,1135,1,esquina,21,0,2,19,7,0,52.3,30.8,16.9
1225,1135,5,lado,21,2,2,17,12,14,51.5,32.8,15.7
1225,1135,5,esquina,21,0,0,21,11,0,47.8,36.5,15.7
1225,1135,2,lado,21,0,2,19,21,0,42.4,38.5,19.1
1225,1135,1,lado,21,0,10,11,21,0,41.2,42.4,16.4
1225,1145,2,esquina,21,0,2,19,7,0,52.9,32.6,14.5
1225,1145,1,esquina,21,0,2,19,7,0,52.3,30.8,16.9
1225,1145,5,lado,21,2,2,17,12,14,51.5,32.8,15.7
1225,1145,5,esquina,21,0,0,21,11,0,47.8,36.5,15.7
1225,1145,2,lado,21,0,2,19,21,0,42.4,38.5,19.1
1225,1145,1,lado,21,0,10,11,21,0,41.2,42.4,16.4
1244,1135,4,esquina,21,0,0,21,7,0,54.5,29.3,16.2
1244,1135,1,esquina,21,0,2,19,7,0,54.4,29.4,16.2
1244,1135,4,lado,21,0,2,19,18,0,52.6,31.5,15.9
1244,1135,2,esquina,21,0,2,19,7,0,51.2,31.0,17.8
1244,1135,2,lado,21,2,5,14,21,14,46.8,35.7,17.5
1244,1135,1,lado,21,0,11,10,21,0,44.7,39.4,15.9
1335,1145,3,esquina,21,0,2,19,7,0,52.9,32.6,14.5
1335,1145,1,esquina,21,0,2,19,7,0,52.3,30.8,16.9
1335,1145,5,lado,21,2,2,17,12,14,51.5,32.8,15.7
1335,1145,5,esquina,21,0,0,21,11,0,47.8,36.5,15.7
1335,1145,3,lado,21,0,2,19,21,0,42.4,38.5,19.1
1335,1145,1,lado,21,0,10,11,21,0,41.2,42.4,16.4
2234,1135,3,esquina,21,0,0,21,7,0,53.6,29.2,17.2
2234,1135,2,esquina,21,0,2,19,7,0,52.1,28.4,19.5
2234,1135,4,esquina,21,0,2,19,7,0,51.6,30.7,17.7
2234,1135,4,lado,21,0,2,19,19,0,51.1,31.2,17.7
2234,1135,3,lado,21,0,4,17,18,0,48.5,32.9,18.6
2234,1135,2,lado,21,0,4,17,21,0,47.1,31.3,21.6
2335,2245,3,esquina,21,0,2,19,7,0,52.9,32.6,14.5
2335,2245,2,esquina,21,0,2,19,7,0,52.3,30.8,16.9
2335,2245,5,lado,21,2,2,17,12,14,51.5,32.8,15.7
2335,2245,5,esquina,21,0,0,21,11,0,47.8,36.5,15.7
2335,2245,3,lado,21,0,2,19,21,0,42.4,38.5,19.1
2335,2245,2,lado,21,0,10,11,21,0,41.2,42.4,16.4
