white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
111344,222355,tablas,52.2,4 esquina,46.7,0,9,6
112224,133335,tablas,52.0,2 esquina,47.3,0,9,6
112244,123355,tablas,55.2,1 esquina,51.7,0,10,6
112244,133355,tablas,52.9,4 esquina,49.7,0,9,6
112334,122345,tablas,57.8,1 esquina,52.2,0,11,8
112334,123345,tablas,56.5,3 esquina,50.5,0,11,8
112344,223355,tablas,54.4,4 esquina,50.4,0,9,8
113334,123345,tablas,55.2,3 esquina,50.2,0,11,6
113334,123355,tablas,58.0,3 esquina,52.2,0,10,6
113334,222355,tablas,54.0,3 esquina,48.8,0,9,6
122234,113355,tablas,53.5,2 esquina,48.9,0,9,8
122235,114455,segundo,57.5,2 esquina,51.7,1,7,8
122244,133355,tablas,52.9,2 esquina,48.9,0,9,6
122333,113334,segundo,56.1,3 esquina,49.1,2,7,6
122333,113335,segundo,56.1,3 esquina,49.1,2,7,6
122344,233355,tablas,54.2,3 esquina,49.6,0,9,8
133333,113334,tablas,56.8,3 esquina,49.5,0,7,4
133334,113345,tablas,59.7,3 esquina,51.1,0,10,6
133334,223355,tablas,57.5,3 esquina,49.5,0,9,6
133444,222445,tablas,56.5,4 esquina,50.6,0,7,6
223333,113334,tablas,56.6,3 esquina,49.4,0,7,4
223333,113335,tablas,56.6,3 esquina,49.4,0,7,4
223334,113345,tablas,57.9,3 esquina,51.9,0,10,6
223334,133345,tablas,54.8,3 esquina,49.6,0,10,6
224444,114445,tablas,56.6,4 esquina,49.4,0,7,4
233334,113345,tablas,60.7,3 esquina,52.4,0,10,6
233334,133345,tablas,56.3,3 esquina,49.9,0,10,6
233334,223345,tablas,59.7,3 esquina,51.1,0,10,6
334444,114445,tablas,56.6,4 esquina,49.4,0,7,4
334444,224445,tablas,56.6,4 esquina,49.4,0,7,4
