white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
1112,2233,segundo,12.5,1 lado,10.5,8,10,4
1112,2234,segundo,14.0,2 esquina,9.2,13,17,4
1112,2235,segundo,14.0,2 esquina,9.2,13,17,4
1112,2244,segundo,12.5,1 lado,10.5,8,10,4
1112,2245,segundo,14.0,2 esquina,9.2,13,17,4
1112,2255,segundo,12.5,1 lado,10.5,8,10,4
1112,2333,segundo,13.5,1 esquina,11.6,8,10,4
1112,2334,segundo,15.0,1 esquina,10.0,13,17,4
1112,2335,segundo,15.0,1 esquina,10.0,13,17,4
1112,2344,segundo,15.0,1 esquina,10.2,13,17,4
1112,2345,segundo,14.0,2 esquina,10.6,18,24,4
1112,2355,segundo,15.0,1 esquina,10.2,13,17,4
1112,2444,segundo,13.5,1 esquina,11.6,8,10,4
1112,2445,segundo,15.0,1 esquina,10.0,13,17,4
1112,2455,segundo,15.0,1 esquina,10.2,13,17,4
1112,2555,segundo,13.5,1 esquina,11.6,8,10,4
1112,3333,segundo,14.0,1 esquina,9.0,5,7,4
1112,3334,segundo,14.0,1 esquina,10.1,10,14,4
1112,3335,segundo,14.0,1 esquina,10.1,10,14,4
1112,3344,segundo,14.0,1 esquina,10.8,10,14,4
1112,3345,segundo,13.5,1 esquina,9.4,15,21,4
1112,3355,segundo,14.0,1 esquina,10.8,10,14,4
1112,3444,segundo,14.5,1 esquina,11.5,10,14,4
1112,3445,segundo,14.0,1 esquina,9.2,15,21,4
1112,3455,segundo,15.0,1 esquina,9.9,15,21,4
1112,3555,segundo,14.5,1 esquina,11.5,10,14,4
1112,4444,segundo,14.0,1 esquina,9.0,5,7,4
1112,4445,segundo,14.0,1 esquina,10.1,10,14,4
1112,4455,segundo,14.0,1 esquina,10.8,10,14,4
1112,4555,segundo,14.5,1 esquina,11.5,10,14,4
1112,5555,segundo,14.0,1 esquina,9.0,5,7,4
1113,2223,segundo,19.5,3 esquina,14.2,2,6,4
1113,2224,segundo,16.5,3 esquina,12.6,3,8,4
1113,2225,segundo,16.5,3 esquina,12.6,3,8,4
1113,2233,segundo,18.5,3 esquina,14.5,5,6,4
1113,2234,segundo,15.0,3 esquina,10.6,9,11,4
1113,2235,segundo,15.0,3 esquina,10.6,9,11,4
1113,2244,segundo,15.5,1 esquina,13.5,7,10,4
1113,2245,segundo,15.0,1 esquina,10.6,11,17,4
1113,2255,segundo,15.5,1 esquina,13.5,7,10,4
1113,2333,segundo,18.0,3 esquina,13.9,6,6,4
1113,2334,segundo,16.0,3 esquina,10.8,11,11,4
1113,2335,segundo,16.0,3 esquina,10.8,11,11,4
1113,2344,segundo,16.5,3 esquina,11.5,11,13,4
1113,2345,segundo,16.5,1 esquina,11.4,16,20,4
1113,2355,segundo,16.5,3 esquina,11.5,11,13,4
1113,2444,segundo,16.0,3 esquina,14.0,8,10,4
1113,2445,segundo,16.5,1 esquina,11.2,13,17,4
1113,2455,segundo,16.0,3 esquina,11.4,13,17,4
1113,2555,segundo,16.0,3 esquina,14.0,8,10,4
1113,3333,segundo,14.5,1 esquina,9.4,3,3,4
1113,3334,segundo,13.0,3 esquina,9.9,8,8,4
1113,3335,segundo,13.0,3 esquina,9.9,8,8,4
1113,3344,segundo,12.5,1 lado,10.5,8,10,4
1113,3345,segundo,14.0,3 esquina,9.2,13,17,4
1113,3355,segundo,12.5,1 lado,10.5,8,10,4
1113,3444,segundo,13.5,1 esquina,11.6,8,10,4
1113,3445,segundo,15.0,1 esquina,10.0,13,17,4
1113,3455,segundo,15.0,1 esquina,10.2,13,17,4
1113,3555,segundo,13.5,1 esquina,11.6,8,10,4
1113,4444,segundo,14.0,1 esquina,9.0,5,7,4
1113,4445,segundo,14.0,1 esquina,10.1,10,14,4
1113,4455,segundo,14.0,1 esquina,10.8,10,14,4
1113,4555,segundo,14.5,1 esquina,11.5,10,14,4
1113,5555,segundo,14.0,1 esquina,9.0,5,7,4
1114,2223,primero,21.0,4 esquina,16.0,0,6,4
1114,2224,segundo,19.5,4 esquina,14.2,2,6,4
1114,2225,segundo,16.5,4 esquina,12.6,3,8,4
1114,2233,primero,20.5,4 esquina,16.1,0,6,4
1114,2234,segundo,20.5,4 esquina,13.0,4,9,4
1114,2235,segundo,16.0,4 esquina,11.6,6,11,4
1114,2244,segundo,18.5,4 esquina,14.5,5,6,4
1114,2245,segundo,15.0,4 esquina,10.6,9,11,4
1114,2255,segundo,15.5,1 esquina,13.5,7,10,4
1114,2333,primero,22.0,4 esquina,17.5,0,6,4
1114,2334,segundo,21.0,4 esquina,12.5,4,9,4
1114,2335,segundo,17.0,4 esquina,11.9,6,11,4
1114,2344,segundo,21.0,4 esquina,13.0,8,9,4
1114,2345,segundo,17.5,1 esquina,12.8,12,14,4
1114,2355,segundo,17.5,4 esquina,12.1,10,13,4
1114,2444,segundo,18.0,4 esquina,13.9,6,6,4
1114,2445,segundo,16.0,4 esquina,10.8,11,11,4
1114,2455,segundo,16.5,4 esquina,11.5,11,13,4
1114,2555,segundo,16.0,4 esquina,14.0,8,10,4
1114,3333,primero,20.0,1 esquina,14.5,0,3,4
1114,3334,segundo,19.5,4 esquina,14.2,2,6,4
1114,3335,segundo,16.5,4 esquina,12.6,3,8,4
1114,3344,segundo,18.5,4 esquina,14.5,5,6,4
1114,3345,segundo,15.0,4 esquina,10.6,9,11,4
1114,3355,segundo,15.5,1 esquina,13.5,7,10,4
1114,3444,segundo,18.0,4 esquina,13.9,6,6,4
1114,3445,segundo,16.0,4 esquina,10.8,11,11,4
1114,3455,segundo,16.5,4 esquina,11.5,11,13,4
1114,3555,segundo,16.0,4 esquina,14.0,8,10,4
1114,4444,segundo,14.5,1 esquina,9.4,3,3,4
1114,4445,segundo,13.0,4 esquina,9.9,8,8,4
1114,4455,segundo,12.5,1 lado,10.5,8,10,4
1114,4555,segundo,13.5,1 esquina,11.6,8,10,4
1114,5555,segundo,14.0,1 esquina,9.0,5,7,4
1115,2223,primero,21.0,5 esquina,16.0,0,6,4
1115,2224,primero,21.0,5 esquina,16.0,0,6,4
1115,2225,segundo,19.5,5 esquina,14.2,2,6,4
1115,2233,primero,20.5,5 esquina,16.1,0,6,4
1115,2234,primero,19.0,5 esquina,13.4,0,9,4
1115,2235,segundo,20.5,5 esquina,13.0,4,9,4
1115,2244,primero,20.5,5 esquina,16.1,0,6,4
1115,2245,segundo,20.5,5 esquina,13.0,4,9,4
1115,2255,segundo,18.5,5 esquina,14.5,5,6,4
1115,2333,primero,22.0,5 esquina,17.5,0,6,4
1115,2334,primero,19.0,5 esquina,13.1,0,9,4
1115,2335,segundo,21.0,5 esquina,12.5,4,9,4
1115,2344,primero,21.0,5 esquina,14.2,0,9,4
1115,2345,segundo,20.0,1 esquina,14.9,6,12,4
1115,2355,segundo,21.0,5 esquina,13.0,8,9,4
1115,2444,primero,22.0,5 esquina,17.5,0,6,4
1115,2445,segundo,21.0,5 esquina,12.5,4,9,4
1115,2455,segundo,21.0,5 esquina,13.0,8,9,4
1115,2555,segundo,18.0,5 esquina,13.9,6,6,4
1115,3333,primero,20.0,1 esquina,14.5,0,3,4
1115,3334,primero,21.0,5 esquina,16.0,0,6,4
1115,3335,segundo,19.5,5 esquina,14.2,2,6,4
1115,3344,primero,20.5,5 esquina,16.1,0,6,4
1115,3345,segundo,20.5,5 esquina,13.0,4,9,4
1115,3355,segundo,18.5,5 esquina,14.5,5,6,4
1115,3444,primero,22.0,5 esquina,17.5,0,6,4
1115,3445,segundo,21.0,5 esquina,12.5,4,9,4
1115,3455,segundo,21.0,5 esquina,13.0,8,9,4
1115,3555,segundo,18.0,5 esquina,13.9,6,6,4
1115,4444,primero,20.0,1 esquina,14.5,0,3,4
1115,4445,segundo,19.5,5 esquina,14.2,2,6,4
1115,4455,segundo,18.5,5 esquina,14.5,5,6,4
1115,4555,segundo,18.0,5 esquina,13.9,6,6,4
1115,5555,segundo,14.5,1 esquina,9.4,3,3,4
1122,1233,segundo,19.5,2 esquina,15.9,7,9,4
1122,1234,segundo,22.5,2 esquina,14.2,12,16,4
1122,1235,segundo,22.5,2 esquina,14.2,12,16,4
1122,1244,segundo,19.5,2 esquina,15.9,7,9,4
1122,1245,segundo,22.5,2 esquina,14.2,12,16,4
1122,1255,segundo,19.5,2 esquina,15.9,7,9,4
1122,1333,segundo,19.5,2 lado,17.5,5,8,4
1122,1334,segundo,17.5,1 esquina,15.1,10,15,4
1122,1335,segundo,17.5,1 esquina,15.1,10,15,4
1122,1344,segundo,16.5,1 esquina,13.5,10,15,4
1122,1345,segundo,19.5,2 esquina,13.1,15,22,4
1122,1355,segundo,16.5,1 esquina,13.5,10,15,4
1122,1444,segundo,19.5,2 lado,17.5,5,8,4
1122,1445,segundo,17.5,1 esquina,15.1,10,15,4
1122,1455,segundo,16.5,1 esquina,13.5,10,15,4
1122,1555,segundo,19.5,2 lado,17.5,5,8,4
1122,2333,segundo,17.0,2 esquina,13.2,6,8,4
1122,2334,segundo,16.5,2 esquina,11.1,11,15,4
1122,2335,segundo,16.5,2 esquina,11.1,11,15,4
1122,2344,segundo,16.0,2 esquina,11.2,11,15,4
1122,2345,segundo,16.0,2 esquina,10.8,16,22,4
1122,2355,segundo,16.0,2 esquina,11.2,11,15,4
1122,2444,segundo,17.0,2 esquina,13.2,6,8,4
1122,2445,segundo,16.5,2 esquina,11.1,11,15,4
1122,2455,segundo,16.0,2 esquina,11.2,11,15,4
1122,2555,segundo,17.0,2 esquina,13.2,6,8,4
1122,3333,segundo,14.5,2 esquina,11.1,5,7,4
1122,3334,segundo,14.5,2 esquina,11.9,10,14,4
1122,3335,segundo,14.5,2 esquina,11.9,10,14,4
1122,3344,segundo,14.5,2 esquina,13.2,10,14,4
1122,3345,segundo,13.5,2 esquina,9.9,15,21,4
1122,3355,segundo,14.5,2 esquina,13.2,10,14,4
1122,3444,segundo,15.5,2 esquina,13.9,10,14,4
1122,3445,segundo,14.5,2 esquina,10.0,15,21,4
1122,3455,segundo,15.0,2 esquina,10.9,15,21,4
1122,3555,segundo,15.5,2 esquina,13.9,10,14,4
1122,4444,segundo,14.5,2 esquina,11.1,5,7,4
1122,4445,segundo,14.5,2 esquina,11.9,10,14,4
1122,4455,segundo,14.5,2 esquina,13.2,10,14,4
1122,4555,segundo,15.5,2 esquina,13.9,10,14,4
1122,5555,segundo,14.5,2 esquina,11.1,5,7,4
1123,1224,tablas,30.5,3 esquina,27.0,0,7,6
1123,1225,tablas,30.5,3 esquina,27.0,0,7,6
1123,1233,segundo,30.5,3 esquina,24.7,4,5,6
1123,1234,segundo,26.0,2 esquina,19.3,8,10,6
1123,1235,segundo,26.0,2 esquina,19.3,8,10,6
1123,1244,segundo,26.0,3 esquina,20.3,6,9,6
1123,1245,segundo,26.5,2 esquina,18.4,10,16,6
1123,1255,segundo,26.0,3 esquina,20.3,6,9,6
1123,1333,segundo,27.0,1 esquina,21.4,3,4,6
1123,1334,segundo,20.0,1 esquina,15.1,9,9,6
1123,1335,segundo,20.0,1 esquina,15.1,9,9,6
1123,1344,segundo,21.0,1 esquina,15.2,9,11,6
1123,1345,segundo,20.0,3 esquina,13.9,14,18,6
1123,1355,segundo,21.0,1 esquina,15.2,9,11,6
1123,1444,segundo,24.5,1 esquina,19.5,5,8,6
1123,1445,segundo,19.0,1 esquina,15.2,10,15,6
1123,1455,segundo,19.0,1 esquina,14.4,10,15,6
1123,1555,segundo,24.5,1 esquina,19.5,5,8,6
1123,2233,segundo,22.5,3 esquina,18.2,3,4,6
1123,2234,segundo,18.0,1 esquina,14.2,7,9,6
1123,2235,segundo,18.0,1 esquina,14.2,7,9,6
1123,2244,segundo,19.0,3 esquina,16.0,5,8,6
1123,2245,segundo,16.5,2 esquina,13.6,9,15,6
1123,2255,segundo,19.0,3 esquina,16.0,5,8,6
1123,2333,segundo,21.5,1 esquina,16.8,4,4,6
1123,2334,segundo,18.0,3 esquina,12.6,9,9,6
1123,2335,segundo,18.0,3 esquina,12.6,9,9,6
