1500 enfrentamiento(s), 9886 aperturas, 200 partidas a ve4 por apertura, teoria hasta 14 plies.
     50/9886  (7s)
    100/9886  (14s)
    150/9886  (22s)
    200/9886  (31s)
    250/9886  (38s)
    300/9886  (48s)
    350/9886  (55s)
    400/9886  (63s)
    450/9886  (70s)
    500/9886  (78s)
    550/9886  (84s)
    600/9886  (90s)
    650/9886  (97s)
    700/9886  (105s)
    750/9886  (113s)
    800/9886  (123s)
    850/9886  (132s)
    900/9886  (141s)
    950/9886  (150s)
   1000/9886  (159s)
   1050/9886  (169s)
   1100/9886  (179s)
   1150/9886  (188s)
   1200/9886  (199s)
   1250/9886  (209s)
   1300/9886  (222s)
   1350/9886  (234s)
   1400/9886  (246s)
   1450/9886  (257s)
   1500/9886  (267s)
   1550/9886  (276s)
   1600/9886  (285s)
   1650/9886  (292s)
   1700/9886  (303s)
   1750/9886  (313s)
   1800/9886  (323s)
   1850/9886  (336s)
   1900/9886  (347s)
   1950/9886  (356s)
   2000/9886  (366s)
   2050/9886  (374s)
   2100/9886  (382s)
   2150/9886  (390s)
   2200/9886  (398s)
   2250/9886  (407s)
   2300/9886  (417s)
   2350/9886  (429s)
   2400/9886  (440s)
   2450/9886  (453s)
   2500/9886  (465s)
   2550/9886  (475s)
   2600/9886  (486s)
   2650/9886  (497s)
   2700/9886  (507s)
   2750/9886  (517s)
   2800/9886  (527s)
   2850/9886  (535s)
   2900/9886  (544s)
   2950/9886  (552s)
   3000/9886  (562s)
   3050/9886  (573s)
   3100/9886  (582s)
   3150/9886  (590s)
   3200/9886  (599s)
   3250/9886  (607s)
   3300/9886  (616s)
   3350/9886  (623s)
   3400/9886  (631s)
   3450/9886  (639s)
   3500/9886  (650s)
   3550/9886  (659s)
   3600/9886  (668s)
   3650/9886  (677s)
   3700/9886  (686s)
   3750/9886  (696s)
   3800/9886  (705s)
   3850/9886  (715s)
   3900/9886  (725s)
   3950/9886  (733s)
   4000/9886  (741s)
   4050/9886  (749s)
   4100/9886  (757s)
   4150/9886  (767s)
   4200/9886  (776s)
   4250/9886  (784s)
   4300/9886  (791s)
   4350/9886  (797s)
   4400/9886  (804s)
   4450/9886  (811s)
   4500/9886  (820s)
   4550/9886  (828s)
   4600/9886  (835s)
   4650/9886  (844s)
   4700/9886  (853s)
   4750/9886  (860s)
   4800/9886  (868s)
   4850/9886  (875s)
   4900/9886  (882s)
   4950/9886  (890s)
   5000/9886  (898s)
   5050/9886  (907s)
   5100/9886  (915s)
   5150/9886  (923s)
   5200/9886  (931s)
   5250/9886  (939s)
   5300/9886  (949s)
   5350/9886  (957s)
   5400/9886  (965s)
   5450/9886  (973s)
   5500/9886  (980s)
   5550/9886  (988s)
   5600/9886  (997s)
   5650/9886  (1005s)
   5700/9886  (1013s)
   5750/9886  (1023s)
   5800/9886  (1031s)
   5850/9886  (1040s)
   5900/9886  (1049s)
   5950/9886  (1057s)
   6000/9886  (1064s)
   6050/9886  (1071s)
   6100/9886  (1079s)
   6150/9886  (1088s)
   6200/9886  (1095s)
   6250/9886  (1102s)
   6300/9886  (1109s)
   6350/9886  (1116s)
   6400/9886  (1122s)
   6450/9886  (1128s)
   6500/9886  (1136s)
   6550/9886  (1144s)
   6600/9886  (1153s)
   6650/9886  (1160s)
   6700/9886  (1168s)
   6750/9886  (1177s)
   6800/9886  (1185s)
   6850/9886  (1194s)
   6900/9886  (1203s)
   6950/9886  (1211s)
   7000/9886  (1218s)
   7050/9886  (1227s)
   7100/9886  (1235s)
   7150/9886  (1245s)
   7200/9886  (1254s)
   7250/9886  (1262s)
   7300/9886  (1270s)
   7350/9886  (1278s)
   7400/9886  (1284s)
   7450/9886  (1291s)
   7500/9886  (1297s)
   7550/9886  (1303s)
   7600/9886  (1310s)
   7650/9886  (1317s)
   7700/9886  (1326s)
   7750/9886  (1334s)
   7800/9886  (1341s)
   7850/9886  (1347s)
   7900/9886  (1352s)
   7950/9886  (1358s)
   8000/9886  (1366s)
   8050/9886  (1373s)
   8100/9886  (1381s)
   8150/9886  (1388s)
   8200/9886  (1394s)
   8250/9886  (1400s)
   8300/9886  (1407s)
   8350/9886  (1417s)
   8400/9886  (1425s)
   8450/9886  (1432s)
   8500/9886  (1438s)
   8550/9886  (1445s)
   8600/9886  (1451s)
   8650/9886  (1457s)
   8700/9886  (1464s)
   8750/9886  (1472s)
   8800/9886  (1479s)
   8850/9886  (1484s)
   8900/9886  (1491s)
   8950/9886  (1498s)
   9000/9886  (1506s)
   9050/9886  (1512s)
   9100/9886  (1520s)
   9150/9886  (1525s)
   9200/9886  (1531s)
   9250/9886  (1538s)
   9300/9886  (1546s)
   9350/9886  (1554s)
   9400/9886  (1565s)
   9450/9886  (1575s)
   9500/9886  (1585s)
   9550/9886  (1597s)
   9600/9886  (1607s)
   9650/9886  (1621s)
   9700/9886  (1635s)
   9750/9886  (1649s)
   9800/9886  (1663s)
   9850/9886  (1676s)
   9886/9886  (1696s)
Escrito apc_6v6.csv (9886 filas) y apc_6v6_resumen.csv (1500 filas), 1696s
