white,black,teoria,max_gana1,apertura_max,prom_gana1,min_ganan,min_aguantan,aperturas
11123,22333,segundo,36.5,1 esquina,28.0,2,4,6
11123,22334,segundo,24.0,2 esquina,19.8,7,9,6
11123,22335,segundo,24.0,2 esquina,19.8,7,9,6
11123,22344,segundo,26.0,2 esquina,20.0,7,11,6
11123,22345,segundo,24.0,3 esquina,17.0,12,18,6
11123,22355,segundo,26.0,2 esquina,20.0,7,11,6
11123,22444,segundo,28.5,1 esquina,24.6,5,8,6
11123,22445,segundo,24.5,2 esquina,19.2,10,15,6
11123,22455,segundo,24.0,2 esquina,18.8,10,15,6
11123,22555,segundo,28.5,1 esquina,24.6,5,8,6
11123,23333,segundo,36.0,1 esquina,26.9,2,4,6
11123,23334,segundo,23.5,2 esquina,18.9,7,9,6
11123,23335,segundo,23.5,2 esquina,18.9,7,9,6
11123,33333,segundo,24.5,3 esquina,20.1,2,3,6
11123,33334,segundo,23.5,1 esquina,18.2,7,8,6
11123,33335,segundo,23.5,1 esquina,18.2,7,8,6
11124,22335,segundo,25.5,2 esquina,22.5,1,9,6
11124,22344,segundo,29.0,2 esquina,25.8,1,7,6
11124,22345,segundo,26.0,2 esquina,19.9,8,12,6
11124,22355,segundo,26.5,1 esquina,21.7,7,11,6
11124,22444,segundo,36.5,1 esquina,28.0,2,4,6
11124,22445,segundo,24.0,2 esquina,19.8,7,9,6
11124,22455,segundo,26.0,2 esquina,20.0,7,11,6
11124,22555,segundo,28.5,1 esquina,24.6,5,8,6
11124,23335,segundo,27.0,2 esquina,21.9,2,9,6
11124,23344,segundo,29.0,2 esquina,23.5,2,7,6
11124,23345,segundo,24.5,2 esquina,18.6,8,12,6
11124,23355,segundo,26.5,2 esquina,20.4,7,11,6
11124,23444,segundo,28.5,2 esquina,24.8,2,7,6
11124,23445,segundo,25.0,2 esquina,18.3,9,12,6
11124,23455,segundo,27.0,2 esquina,18.8,9,14,6
11124,23555,segundo,27.5,2 esquina,22.0,7,11,6
11124,24444,segundo,36.0,1 esquina,26.9,2,4,6
11124,24445,segundo,23.5,2 esquina,18.9,7,9,6
11124,33335,segundo,30.5,1 esquina,24.1,2,8,6
11124,33344,segundo,25.0,2 lado,22.6,2,6,6
11124,33345,segundo,23.5,2 esquina,19.8,7,11,6
11124,33355,segundo,24.5,2 lado,22.1,6,10,6
11124,33444,segundo,28.0,1 esquina,23.6,2,6,6
11124,33445,segundo,21.0,4 esquina,17.3,9,11,6
11124,33455,segundo,24.0,2 esquina,17.4,9,13,6
11124,33555,segundo,25.0,1 esquina,22.3,6,10,6
11124,34444,segundo,32.5,1 esquina,25.6,2,6,6
11124,34445,segundo,24.0,4 esquina,18.3,9,11,6
11124,44444,segundo,24.5,4 esquina,20.1,2,3,6
11124,44445,segundo,23.5,1 esquina,18.2,7,8,6
11125,22355,segundo,29.0,2 esquina,25.8,1,7,6
11125,22455,segundo,29.0,2 esquina,25.8,1,7,6
11125,22555,segundo,36.5,1 esquina,28.0,2,4,6
11125,23355,segundo,29.0,2 esquina,23.5,2,7,6
11125,23455,segundo,33.5,2 esquina,24.0,2,10,6
11125,23555,segundo,28.5,2 esquina,24.8,2,7,6
11125,24455,segundo,29.0,2 esquina,23.5,2,7,6
11125,24555,segundo,28.5,2 esquina,24.8,2,7,6
11125,25555,segundo,36.0,1 esquina,26.9,2,4,6
