1500 enfrentamiento(s), 8938 aperturas, 200 partidas a ve4 por apertura, teoria hasta 14 plies.
     50/8938  (10s)
    100/8938  (19s)
    150/8938  (30s)
    200/8938  (40s)
    250/8938  (54s)
    300/8938  (66s)
    350/8938  (77s)
    400/8938  (89s)
    450/8938  (100s)
    500/8938  (110s)
    550/8938  (118s)
    600/8938  (130s)
    650/8938  (142s)
    700/8938  (155s)
    750/8938  (167s)
    800/8938  (176s)
    850/8938  (187s)
    900/8938  (199s)
    950/8938  (211s)
   1000/8938  (222s)
   1050/8938  (234s)
   1100/8938  (244s)
   1150/8938  (254s)
   1200/8938  (267s)
   1250/8938  (279s)
   1300/8938  (291s)
   1350/8938  (303s)
   1400/8938  (316s)
   1450/8938  (328s)
   1500/8938  (340s)
   1550/8938  (352s)
   1600/8938  (364s)
   1650/8938  (377s)
   1700/8938  (389s)
   1750/8938  (401s)
   1800/8938  (414s)
   1850/8938  (427s)
   1900/8938  (436s)
   1950/8938  (452s)
   2000/8938  (468s)
   2050/8938  (483s)
   2100/8938  (495s)
   2150/8938  (502s)
   2200/8938  (512s)
   2250/8938  (525s)
   2300/8938  (537s)
   2350/8938  (551s)
   2400/8938  (565s)
   2450/8938  (580s)
   2500/8938  (593s)
   2550/8938  (607s)
   2600/8938  (620s)
   2650/8938  (630s)
   2700/8938  (643s)
   2750/8938  (654s)
   2800/8938  (666s)
   2850/8938  (674s)
   2900/8938  (683s)
   2950/8938  (692s)
   3000/8938  (700s)
   3050/8938  (709s)
   3100/8938  (719s)
   3150/8938  (729s)
   3200/8938  (740s)
   3250/8938  (750s)
   3300/8938  (758s)
   3350/8938  (767s)
   3400/8938  (777s)
   3450/8938  (788s)
   3500/8938  (800s)
   3550/8938  (810s)
   3600/8938  (820s)
   3650/8938  (831s)
   3700/8938  (842s)
   3750/8938  (853s)
   3800/8938  (864s)
   3850/8938  (874s)
   3900/8938  (884s)
   3950/8938  (893s)
   4000/8938  (904s)
   4050/8938  (914s)
   4100/8938  (925s)
   4150/8938  (936s)
   4200/8938  (947s)
   4250/8938  (957s)
   4300/8938  (963s)
   4350/8938  (971s)
   4400/8938  (977s)
   4450/8938  (986s)
   4500/8938  (996s)
   4550/8938  (1003s)
   4600/8938  (1010s)
   4650/8938  (1018s)
   4700/8938  (1027s)
   4750/8938  (1034s)
   4800/8938  (1043s)
   4850/8938  (1052s)
   4900/8938  (1064s)
   4950/8938  (1074s)
   5000/8938  (1088s)
   5050/8938  (1101s)
   5100/8938  (1113s)
   5150/8938  (1124s)
   5200/8938  (1134s)
   5250/8938  (1145s)
   5300/8938  (1157s)
   5350/8938  (1169s)
   5400/8938  (1181s)
   5450/8938  (1190s)
   5500/8938  (1200s)
   5550/8938  (1209s)
   5600/8938  (1216s)
   5650/8938  (1224s)
   5700/8938  (1232s)
   5750/8938  (1240s)
   5800/8938  (1246s)
   5850/8938  (1253s)
   5900/8938  (1261s)
   5950/8938  (1270s)
   6000/8938  (1279s)
   6050/8938  (1287s)
   6100/8938  (1295s)
   6150/8938  (1304s)
   6200/8938  (1312s)
   6250/8938  (1320s)
   6300/8938  (1329s)
   6350/8938  (1339s)
   6400/8938  (1349s)
   6450/8938  (1356s)
   6500/8938  (1364s)
   6550/8938  (1373s)
   6600/8938  (1380s)
   6650/8938  (1389s)
   6700/8938  (1397s)
   6750/8938  (1404s)
   6800/8938  (1411s)
   6850/8938  (1419s)
   6900/8938  (1429s)
   6950/8938  (1439s)
   7000/8938  (1449s)
   7050/8938  (1458s)
   7100/8938  (1468s)
   7150/8938  (1481s)
   7200/8938  (1492s)
   7250/8938  (1503s)
   7300/8938  (1517s)
   7350/8938  (1528s)
   7400/8938  (1540s)
   7450/8938  (1550s)
   7500/8938  (1557s)
   7550/8938  (1567s)
   7600/8938  (1576s)
   7650/8938  (1584s)
   7700/8938  (1593s)
   7750/8938  (1602s)
   7800/8938  (1610s)
   7850/8938  (1617s)
   7900/8938  (1626s)
   7950/8938  (1634s)
   8000/8938  (1643s)
   8050/8938  (1651s)
   8100/8938  (1660s)
   8150/8938  (1666s)
   8200/8938  (1675s)
   8250/8938  (1682s)
   8300/8938  (1688s)
   8350/8938  (1696s)
   8400/8938  (1703s)
   8450/8938  (1711s)
   8500/8938  (1719s)
   8550/8938  (1727s)
   8600/8938  (1735s)
   8650/8938  (1742s)
   8700/8938  (1749s)
   8750/8938  (1756s)
   8800/8938  (1763s)
   8850/8938  (1772s)
   8900/8938  (1783s)
   8938/8938  (1807s)
Escrito apc_5v5.csv (8938 filas) y apc_5v5_resumen.csv (1500 filas), 1807s
