white,black,white_sum,black_sum,verdict,plies,nodes,ms
111123,11145,9,12,black,12,346849,729
111123,11223,9,9,white,9,139764,364
111123,11225,9,11,black,12,508055,651
111123,11244,9,12,black,10,302963,293
111123,11255,9,14,black,10,302963,422
111123,11335,9,13,black,10,230023,278
111123,11346,9,15,black,10,259261,264
111123,12224,9,11,black,12,404819,447
111123,12246,9,15,black,10,345296,363
111123,12255,9,15,black,10,284086,345
111123,12266,9,17,black,10,284086,310
111123,12555,9,18,black,10,218298,267
111123,13335,9,15,black,10,154809,190
111123,13444,9,16,black,10,140749,141
111123,13566,9,21,black,10,177207,217
111123,14466,9,21,black,10,145244,192
111123,14556,9,21,black,10,175754,236
111123,14566,9,22,black,10,173153,208
111123,22236,9,15,black,10,199834,236
111123,22366,9,19,black,10,189180,262
111123,22456,9,19,black,10,233819,186
111123,23333,9,14,black,10,118099,157
111123,23336,9,17,black,10,150218,151
111123,23345,9,17,black,10,191316,237
111123,23444,9,17,black,10,144441,116
111123,24456,9,21,black,10,181039,250
111123,25666,9,25,black,10,139451,139
111123,33333,9,15,black,10,59190,84
111123,33335,9,17,black,10,67632,147
111123,33444,9,18,black,10,73348,119
111123,33455,9,20,black,10,84900,67
111123,33466,9,22,black,10,84900,90
111123,34444,9,19,black,10,72830,54
111123,34446,9,21,black,10,83837,113
111123,34555,9,22,black,10,86553,120
111123,35555,9,23,black,10,72830,93
111123,44455,9,22,black,10,62603,54
111123,44555,9,23,black,10,67253,97
111123,44556,9,24,black,10,77733,144
111123,55555,9,25,black,10,54351,40
111134,11145,11,12,black,12,360367,472
111134,11223,11,9,white,7,28601,39
111134,11225,11,11,white,11,267165,364
111134,11244,11,12,white,9,146485,157
111134,11255,11,14,black,12,542042,809
111134,11335,11,13,black,12,508055,714
111134,11346,11,15,black,10,369613,390
111134,12224,11,11,white,7,39333,49
111134,12246,11,15,black,12,687008,719
111134,12255,11,15,black,12,542757,576
111134,12266,11,17,black,12,542757,684
111134,12555,11,18,black,10,262560,269
111134,13335,11,15,black,12,404819,528
111134,13444,11,16,black,10,244891,347
111134,13566,11,21,black,10,277137,422
111134,14466,11,21,black,10,157866,225
111134,14556,11,21,black,10,179723,200
111134,14566,11,22,black,10,177207,191
111134,22236,11,15,white,13,640011,983
111134,22366,11,19,black,10,353311,536
111134,22456,11,19,black,10,324063,341
111134,23333,11,14,white,7,19042,31
111134,23336,11,17,black,12,474593,550
111134,23345,11,17,black,10,397720,532
111134,23444,11,17,black,10,269646,295
111134,24456,11,21,black,10,235360,252
111134,25666,11,25,black,10,168503,228
111134,33333,11,15,white,7,14797,6
111134,33335,11,17,black,12,219761,334
111134,33444,11,18,black,10,158726,182
111134,33455,11,20,black,10,189180,252
111134,33466,11,22,black,10,189180,270
111134,34444,11,19,black,10,118099,169
111134,34446,11,21,black,10,150218,180
111134,34555,11,22,black,10,144441,213
111134,35555,11,23,black,10,110517,125
111134,44455,11,22,black,10,68622,89
111134,44555,11,23,black,10,73348,87
111134,44556,11,24,black,10,85888,138
111134,55555,11,25,black,10,54351,60
111135,11145,12,12,white,9,126747,153
111135,11223,12,9,white,7,28601,37
111135,11225,12,11,white,7,41618,52
111135,11244,12,12,white,9,97097,106
111135,11255,12,14,white,9,146485,124
111135,11335,12,13,white,9,139764,153
111135,11346,12,15,black,12,804005,1064
111135,12224,12,11,white,7,40377,69
111135,12246,12,15,white,13,926229,1516
111135,12255,12,15,white,9,150211,186
111135,12266,12,17,black,12,542757,584
111135,12555,12,18,white,9,143484,100
111135,13335,12,15,white,11,283445,306
111135,13444,12,16,white,9,79543,65
111135,13566,12,21,black,10,286609,365
111135,14466,12,21,black,10,298365,383
111135,14556,12,21,black,10,300673,344
111135,14566,12,22,black,10,289230,526
111135,22236,12,15,white,13,640011,954
111135,22366,12,19,black,10,353311,543
111135,22456,12,19,black,10,455298,700
111135,23333,12,14,white,7,19042,36
111135,23336,12,17,black,12,474593,938
111135,23345,12,17,black,12,896622,1556
111135,23444,12,17,white,9,86548,98
111135,24456,12,21,black,10,422926,491
111135,25666,12,25,black,10,170427,193
111135,33333,12,15,white,7,14797,6
111135,33335,12,17,white,11,171044,153
111135,33444,12,18,white,9,59388,47
111135,33455,12,20,black,10,290623,304
111135,33466,12,22,black,10,285992,309
111135,34444,12,19,white,9,53006,35
111135,34446,12,21,black,12,399168,981
111135,34555,12,22,black,10,232263,378
111135,35555,12,23,black,10,118099,191
111135,44455,12,22,black,10,176012,323
111135,44555,12,23,black,10,161415,302
111135,44556,12,24,black,10,201704,242
111135,55555,12,25,black,10,59190,153
111233,11145,11,12,black,12,500911,566
111233,11223,11,9,white,7,49310,66
111233,11225,11,11,white,11,324926,378
111233,11244,11,12,black,12,753244,1151
111233,11255,11,14,black,12,753244,938
111233,11335,11,13,black,10,320270,286
111233,11346,11,15,black,10,353599,421
111233,12224,11,11,white,11,289606,383
111233,12246,11,15,black,12,880857,1207
111233,12255,11,15,black,12,718563,1115
111233,12266,11,17,black,12,718563,1349
111233,12555,11,18,black,10,361340,568
111233,13335,11,15,black,10,215841,302
111233,13444,11,16,black,10,189640,240
111233,13566,11,21,black,10,231133,305
111233,14466,11,21,black,10,202979,251
111233,14556,11,21,black,10,240186,244
111233,14566,11,22,black,10,237367,324
111233,22236,11,15,black,12,562485,845
111233,22366,11,19,black,10,314708,527
111233,22456,11,19,black,10,386272,676
111233,23333,11,14,white,11,228154,363
111233,23336,11,17,black,10,232658,220
111233,23345,11,17,black,10,288859,519
111233,23444,11,17,black,10,210344,356
111233,24456,11,21,black,10,275686,437
111233,25666,11,25,black,10,216914,468
111233,33333,11,15,white,11,103448,158
111233,33335,11,17,black,10,92659,115
111233,33444,11,18,black,10,98267,109
111233,33455,11,20,black,10,112254,152
111233,33466,11,22,black,10,112254,112
111233,34444,11,19,black,10,93665,162
111233,34446,11,21,black,10,105509,148
111233,34555,11,22,black,10,110917,146
111233,35555,11,23,black,10,93665,176
111233,44455,11,22,black,10,85285,123
111233,44555,11,23,black,10,93335,109
111233,44556,11,24,black,10,104642,191
111233,55555,11,25,black,10,76203,98
111333,11145,12,12,black,12,219779,339
111333,11223,12,9,white,7,23721,18
111333,11225,12,11,white,11,186678,298
111333,11244,12,12,black,12,333924,754
111333,11255,12,14,black,12,333924,592
111333,11335,12,13,black,12,259869,343
111333,11346,12,15,black,10,157320,203
111333,12224,12,11,white,11,163874,277
111333,12246,12,15,black,12,421817,628
111333,12255,12,15,black,12,334629,446
111333,12266,12,17,black,12,334629,377
111333,12555,12,18,black,10,166010,161
111333,13335,12,15,black,10,90977,81
111333,13444,12,16,black,10,80064,145
111333,13566,12,21,black,10,103724,163
111333,14466,12,21,black,10,93351,119
111333,14556,12,21,black,10,114551,153
111333,14566,12,22,black,10,113133,134
111333,22236,12,15,black,12,286960,390
111333,22366,12,19,black,10,155791,244
111333,22456,12,19,black,10,203075,287
111333,23333,12,14,white,11,99252,127
111333,23336,12,17,black,10,107446,113
111333,23345,12,17,black,10,138785,216
111333,23444,12,17,black,10,97283,117
111333,24456,12,21,black,10,142912,216
111333,25666,12,25,black,10,105770,164
111333,33333,12,15,white,11,41493,55
111333,33335,12,17,black,10,39580,69
111333,33444,12,18,black,10,40424,38
111333,33455,12,20,black,10,48768,79
111333,33466,12,22,black,10,48768,86
111333,34444,12,19,black,10,39182,55
111333,34446,12,21,black,10,46486,47
111333,34555,12,22,black,10,48114,54
111333,35555,12,23,black,10,39182,75
111333,44455,12,22,black,10,39343,60
111333,44555,12,23,black,10,42058,48
111333,44556,12,24,black,10,50021,104
111333,55555,12,25,black,10,33332,26
111344,11145,14,12,black,12,530353,597
111344,11223,14,9,white,7,31853,17
111344,11225,14,11,white,11,382026,417
111344,11244,14,12,white,7,48287,36
111344,11255,14,14,black,12,743389,1051
111344,11335,14,13,white,11,324926,714
111344,11346,14,15,black,12,942368,1138
111344,12224,14,11,white,7,47708,23
111344,12246,14,15,black,12,956682,1123
111344,12255,14,15,black,12,733962,919
111344,12266,14,17,black,12,733962,1105
111344,12555,14,18,black,10,373434,490
111344,13335,14,15,white,11,289606,419
111344,13444,14,16,white,9,166773,172
111344,13566,14,21,black,10,434653,651
111344,14466,14,21,black,10,218357,230
111344,14556,14,21,black,10,233274,337
111344,14566,14,22,black,10,231133,302
111344,22236,14,15,white,11,350282,448
111344,22366,14,19,black,12,906807,1240
111344,22456,14,19,black,10,436321,575
111344,23333,14,14,white,7,22687,26
111344,23336,14,17,white,11,321143,424
111344,23345,14,17,black,12,995104,1426
111344,23444,14,17,white,9,189176,230
111344,24456,14,21,black,10,310210,417
111344,25666,14,25,black,10,233606,273
111344,33333,14,15,white,7,18165,8
111344,33335,14,17,white,11,185248,261
111344,33444,14,18,white,9,130534,269
111344,33455,14,20,black,10,314708,346
111344,33466,14,22,black,10,314708,517
111344,34444,14,19,white,11,228154,383
111344,34446,14,21,black,10,232658,310
111344,34555,14,22,black,10,210344,428
111344,35555,14,23,black,10,176520,351
111344,44455,14,22,black,10,93384,99
111344,44555,14,23,black,10,98267,157
111344,44556,14,24,black,10,113733,215
111344,55555,14,25,black,10,76203,87
111366,11145,18,12,white,7,39144,49
111366,11223,18,9,white,7,31853,50
111366,11225,18,11,white,7,45255,38
111366,11244,18,12,white,7,44449,25
111366,11255,18,14,white,7,44449,25
111366,11335,18,13,white,7,44940,55
111366,11346,18,15,white,7,61899,43
111366,12224,18,11,white,7,43712,32
111366,12246,18,15,white,7,64769,39
111366,12255,18,15,white,7,47337,41
111366,12266,18,17,white,7,50774,25
111366,12555,18,18,white,7,42628,21
111366,13335,18,15,white,7,42993,26
111366,13444,18,16,white,7,42161,26
111366,13566,18,21,white,9,262176,233
111366,14466,18,21,white,9,183845,187
111366,14556,18,21,white,7,59693,35
111366,14566,18,22,white,9,258018,195
111366,22236,18,15,white,7,49749,103
111366,22366,18,19,white,9,221112,347
111366,22456,18,19,white,7,64031,82
111366,23333,18,14,white,7,22687,12
111366,23336,18,17,white,7,49694,27
111366,23345,18,17,white,7,60307,39
111366,23444,18,17,white,7,45334,22
111366,24456,18,21,white,7,64962,94
111366,25666,18,25,white,9,184723,249
111366,33333,18,15,white,7,18165,14
111366,33335,18,17,white,7,30918,29
111366,33444,18,18,white,7,33873,16
111366,33455,18,20,white,7,44014,22
111366,33466,18,22,white,9,204078,202
111366,34444,18,19,white,7,31258,29
111366,34446,18,21,white,7,46551,23
111366,34555,18,22,white,7,40429,81
111366,35555,18,23,white,7,31258,85
111366,44455,18,22,white,7,33230,72
111366,44555,18,23,white,7,32634,30
111366,44556,18,24,white,7,46578,26
111366,55555,18,25,white,7,23454,12
111566,11145,20,12,white,7,28087,32
111566,11223,20,9,white,7,33253,77
111566,11225,20,11,white,7,31853,76
111566,11244,20,12,white,7,30528,49
111566,11255,20,14,white,7,29655,17
111566,11335,20,13,white,7,31853,18
111566,11346,20,15,white,7,66312,38
111566,12224,20,11,white,7,32314,18
111566,12246,20,15,white,7,69030,49
111566,12255,20,15,white,7,32223,22
111566,12266,20,17,white,7,50774,40
111566,12555,20,18,white,7,28364,15
111566,13335,20,15,white,7,30854,64
111566,13444,20,16,white,7,29269,14
111566,13566,20,21,white,9,276552,378
111566,14466,20,21,white,7,50774,204
111566,14556,20,21,white,7,67533,94
111566,14566,20,22,white,9,276552,282
111566,22236,20,15,white,7,49682,149
111566,22366,20,19,white,7,52611,54
111566,22456,20,19,white,7,71462,51
111566,23333,20,14,white,7,23222,11
111566,23336,20,17,white,7,50400,47
111566,23345,20,17,white,7,41683,50
111566,23444,20,17,white,7,31177,21
111566,24456,20,21,white,7,72504,164
111566,25666,20,25,white,9,189176,476
111566,33333,20,15,white,7,18959,15
111566,33335,20,17,white,7,24084,13
111566,33444,20,18,white,7,25783,28
111566,33455,20,20,white,7,33264,40
111566,33466,20,22,white,7,52611,75
111566,34444,20,19,white,7,23222,11
111566,34446,20,21,white,7,50400,25
111566,34555,20,22,white,7,30321,55
111566,35555,20,23,white,7,22687,24
111566,44455,20,22,white,7,25399,28
111566,44555,20,23,white,7,24972,67
111566,44556,20,24,white,7,52475,46
111566,55555,20,25,white,7,18165,8
112235,11145,14,12,white,7,83597,127
112235,11223,14,9,white,7,73977,83
112235,11225,14,11,white,7,99931,66
112235,11244,14,12,white,9,220746,308
112235,11255,14,14,white,9,403286,541
112235,11335,14,13,white,9,379608,450
112235,11346,14,15,black,12,2440817,3934
112235,12224,14,11,white,7,97980,81
112235,12246,14,15,white,13,2535742,4172
112235,12255,14,15,white,9,396912,374
112235,12266,14,17,black,12,1408569,1807
112235,12555,14,18,white,9,394416,609
112235,13335,14,15,white,11,838271,1242
112235,13444,14,16,white,9,187114,232
112235,13566,14,21,black,10,815334,1235
112235,14466,14,21,black,10,882004,1168
112235,14556,14,21,black,10,857319,1357
112235,14566,14,22,black,10,835635,804
112235,22236,14,15,white,13,1460101,2014
112235,22366,14,19,black,10,874239,1000
112235,22456,14,19,black,10,1080404,1055
112235,23333,14,14,white,7,56941,23
112235,23336,14,17,black,12,1182802,1381
112235,23345,14,17,black,12,2079757,3049
112235,23444,14,17,white,9,193726,211
112235,24456,14,21,black,10,1055363,1154
112235,25666,14,25,black,10,448838,463
112235,33333,14,15,white,7,45159,18
112235,33335,14,17,white,11,487363,492
112235,33444,14,18,white,9,147133,143
112235,33455,14,20,black,10,757609,1013
112235,33466,14,22,black,10,783060,827
112235,34444,14,19,white,9,135099,124
112235,34446,14,21,black,12,1049033,1252
112235,34555,14,22,black,10,634899,643
112235,35555,14,23,black,10,348125,416
112235,44455,14,22,black,10,477469,605
112235,44555,14,23,black,10,449850,543
112235,44556,14,24,black,10,561387,787
112235,55555,14,25,black,10,181537,335
112336,11145,16,12,white,7,82462,112
112336,11223,16,9,white,7,65546,43
112336,11225,16,11,white,7,101332,71
112336,11244,16,12,white,7,100260,80
112336,11255,16,14,white,7,100260,84
112336,11335,16,13,white,9,208462,245
112336,11346,16,15,white,9,495230,616
112336,12224,16,11,white,7,99092,99
112336,12246,16,15,white,7,119075,98
112336,12255,16,15,white,7,104663,56
112336,12266,16,17,white,7,105665,92
112336,12555,16,18,white,9,205761,168
112336,13335,16,15,white,9,196755,140
112336,13444,16,16,white,9,187897,134
112336,13566,16,21,black,10,1233721,1165
112336,14466,16,21,black,10,865980,964
112336,14556,16,21,black,12,1939465,2707
112336,14566,16,22,black,10,1249480,1577
112336,22236,16,15,white,7,94871,81
112336,22366,16,19,white,9,395647,347
112336,22456,16,19,white,9,507329,622
112336,23333,16,14,white,7,50261,22
112336,23336,16,17,white,11,613616,916
112336,23345,16,17,white,9,253188,350
112336,23444,16,17,white,9,198131,250
112336,24456,16,21,black,12,2174975,2721
112336,25666,16,25,black,10,730754,824
112336,33333,16,15,white,7,39806,17
112336,33335,16,17,white,9,137418,136
112336,33444,16,18,white,9,147148,183
112336,33455,16,20,white,9,177856,231
112336,33466,16,22,black,10,754824,1040
112336,34444,16,19,white,9,135731,181
112336,34446,16,21,black,12,1009344,1403
112336,34555,16,22,white,9,163735,116
112336,35555,16,23,white,9,135731,139
112336,44455,16,22,white,9,131112,117
112336,44555,16,23,white,9,130548,109
112336,44556,16,24,black,12,1142149,1323
112336,55555,16,25,white,9,105855,71
112455,11145,18,12,white,7,85139,40
112455,11223,18,9,white,7,65465,66
112455,11225,18,11,white,7,94496,113
112455,11244,18,12,white,7,62717,32
112455,11255,18,14,white,7,95410,70
112455,11335,18,13,white,7,93041,65
112455,11346,18,15,white,11,921641,1141
112455,12224,18,11,white,7,62446,57
112455,12246,18,15,white,11,906483,1233
112455,12255,18,15,white,7,99103,66
112455,12266,18,17,black,12,1417469,2009
112455,12555,18,18,white,9,344555,301
112455,13335,18,15,white,7,91107,75
112455,13444,18,16,white,7,57184,40
112455,13566,18,21,black,10,938049,1067
112455,14466,18,21,black,12,1467985,1986
112455,14556,18,21,black,10,993675,944
112455,14566,18,22,black,10,921944,1052
112455,22236,18,15,white,11,708646,891
112455,22366,18,19,black,12,1578127,1955
112455,22456,18,19,black,12,1990155,2622
112455,23333,18,14,white,7,51406,21
112455,23336,18,17,white,11,702167,688
112455,23345,18,17,white,7,127432,135
112455,23444,18,17,white,7,59825,32
112455,24456,18,21,black,12,1795919,2919
112455,25666,18,25,black,10,449756,634
112455,33333,18,15,white,7,42170,19
112455,33335,18,17,white,7,68927,35
112455,33444,18,18,white,7,52242,24
112455,33455,18,20,white,9,420098,359
112455,33466,18,22,black,12,1681179,1931
112455,34444,18,19,white,7,47717,61
112455,34446,18,21,white,11,605849,769
112455,34555,18,22,white,9,377558,350
112455,35555,18,23,white,11,508138,561
112455,44455,18,22,white,9,269787,251
112455,44555,18,23,white,9,269035,190
112455,44556,18,24,black,10,675420,629
112455,55555,18,25,white,11,228036,462
113366,11145,20,12,white,7,46309,36
113366,11223,20,9,white,7,32718,62
113366,11225,20,11,white,7,53057,109
113366,11244,20,12,white,7,52978,39
113366,11255,20,14,white,7,52978,30
113366,11335,20,13,white,7,52064,27
113366,11346,20,15,white,7,69726,41
113366,12224,20,11,white,7,51961,24
113366,12246,20,15,white,7,72906,64
113366,12255,20,15,white,7,56032,32
113366,12266,20,17,white,7,59439,54
113366,12555,20,18,white,7,51589,85
113366,13335,20,15,white,7,50238,53
113366,13444,20,16,white,7,50884,148
113366,13566,20,21,white,9,297508,384
113366,14466,20,21,white,9,215753,248
113366,14556,20,21,white,7,67772,53
113366,14566,20,22,white,9,293166,341
113366,22236,20,15,white,7,58469,35
113366,22366,20,19,white,9,260209,275
113366,22456,20,19,white,7,71885,58
113366,23333,20,14,white,7,24626,56
113366,23336,20,17,white,7,58526,46
113366,23345,20,17,white,7,69387,61
113366,23444,20,17,white,7,54745,68
113366,24456,20,21,white,7,73991,87
113366,25666,20,25,white,9,216558,160
113366,33333,20,15,white,7,19525,9
113366,33335,20,17,white,7,36949,34
113366,33444,20,18,white,7,40963,37
113366,33455,20,20,white,7,50803,43
113366,33466,20,22,white,9,227227,229
113366,34444,20,19,white,7,38599,20
113366,34446,20,21,white,7,54355,90
113366,34555,20,22,white,7,47481,73
113366,35555,20,23,white,7,38599,60
113366,44455,20,22,white,7,40096,68
113366,44555,20,23,white,7,39376,31
113366,44556,20,24,white,7,53913,63
