white,black,white_sum,black_sum,verdict,plies,nodes,ms
1111144,111255,13,15,black,12,354715,1198
1111144,111366,13,18,black,12,354715,1146
1111144,111446,13,17,black,10,139325,194
1111144,112233,13,12,white,7,23148,42
1111144,112246,13,16,black,12,507945,931
1111144,112334,13,14,white,7,34700,38
1111144,112346,13,17,black,12,837547,1160
1111144,112456,13,19,black,10,327580,387
1111144,114555,13,21,black,10,103862,117
1111144,122246,13,17,black,12,428344,678
1111144,122255,13,17,black,12,342439,527
1111144,123456,13,21,black,10,534089,682
1111144,124466,13,23,black,10,205063,340
1111144,133346,13,20,black,12,428344,816
1111144,134455,13,22,black,10,205063,281
1111144,144445,13,22,black,10,85054,172
1111144,144555,13,24,black,10,87322,164
1111144,222335,13,17,white,11,229297,316
1111144,223456,13,22,black,10,383865,483
1111144,233333,13,17,white,7,12984,7
1111144,233334,13,18,white,7,22425,23
1111144,233346,13,21,black,12,485911,530
1111144,233444,13,20,white,9,96954,83
1111144,233455,13,22,black,10,282297,341
1111144,233456,13,23,black,10,368729,488
1111144,234445,13,22,black,10,225314,288
1111144,235666,13,28,black,10,217645,383
1111144,245666,13,29,black,10,124457,186
1111144,333456,13,24,black,10,205503,214
1111144,333666,13,27,black,10,131962,194
1111144,344444,13,23,white,11,92435,93
1111144,344455,13,25,black,10,108041,112
1111144,344555,13,26,black,10,105080,97
1111144,345555,13,27,black,10,92318,109
1111144,356666,13,32,black,10,97447,152
1111144,444455,13,26,black,10,38422,46
1111144,445556,13,29,black,10,48006,73
1111144,446666,13,32,black,10,38677,39
1111144,455666,13,32,black,10,46960,41
1111144,566666,13,35,black,10,40305,53
1111225,111255,13,15,white,9,199832,205
1111225,111366,13,18,black,10,494146,617
1111225,111446,13,17,black,12,975081,1380
1111225,112233,13,12,white,9,128647,181
1111225,112246,13,16,black,12,1465011,2094
1111225,112334,13,14,white,9,156133,209
1111225,112346,13,17,black,12,2232241,3102
1111225,112456,13,19,black,10,985050,1136
1111225,114555,13,21,black,10,464309,642
1111225,122246,13,17,black,12,1149801,1814
1111225,122255,13,17,black,12,752140,1192
1111225,123456,13,21,black,10,1356487,1684
1111225,124466,13,23,black,10,747302,1366
1111225,133346,13,20,black,12,1189158,2302
1111225,134455,13,22,black,10,771172,1033
1111225,144445,13,22,black,12,646222,986
1111225,144555,13,24,black,10,450138,580
1111225,222335,13,17,black,12,684626,1122
1111225,223456,13,22,black,10,865093,1394
1111225,233333,13,17,white,9,71610,73
1111225,233334,13,18,white,9,96017,88
1111225,233346,13,21,black,12,1023479,1474
1111225,233444,13,20,white,9,101227,96
1111225,233455,13,22,black,10,713805,824
1111225,233456,13,23,black,10,866091,940
1111225,234445,13,22,black,12,950722,1223
1111225,235666,13,28,black,10,394739,410
1111225,245666,13,29,black,10,394739,497
1111225,333456,13,24,black,10,531205,635
1111225,333666,13,27,black,10,243801,314
1111225,344444,13,23,white,9,66239,50
1111225,344455,13,25,black,10,422584,431
1111225,344555,13,26,black,10,406227,744
1111225,345555,13,27,black,10,326875,392
1111225,356666,13,32,black,10,216875,226
1111225,444455,13,26,black,10,248095,385
1111225,445556,13,29,black,10,286100,421
1111225,446666,13,32,black,10,216857,208
1111225,455666,13,32,black,10,222605,290
1111225,566666,13,35,black,10,103922,164
1111233,111255,12,15,black,12,903790,1435
1111233,111366,12,18,black,10,340971,431
1111233,111446,12,17,black,10,354575,518
1111233,112233,12,12,white,9,226109,206
1111233,112246,12,16,black,12,1217017,1342
1111233,112334,12,14,black,10,648494,937
1111233,112346,12,17,black,10,754685,1011
1111233,112456,12,19,black,10,744868,884
1111233,114555,12,21,black,10,274414,335
1111233,122246,12,17,black,12,996647,1539
1111233,122255,12,17,black,12,812242,1006
1111233,123456,12,21,black,10,704898,802
1111233,124466,12,23,black,10,465025,769
1111233,133346,12,20,black,10,276960,495
1111233,134455,12,22,black,10,248212,307
1111233,144445,12,22,black,10,205379,287
1111233,144555,12,24,black,10,207624,234
1111233,222335,12,17,black,10,382944,600
1111233,223456,12,22,black,10,485739,725
1111233,233333,12,17,white,11,239496,294
1111233,233334,12,18,black,10,241980,251
1111233,233346,12,21,black,10,309021,308
1111233,233444,12,20,black,10,244783,243
1111233,233455,12,22,black,10,311154,342
1111233,233456,12,23,black,10,390062,375
1111233,234445,12,22,black,10,278238,381
1111233,235666,12,28,black,10,274350,302
1111233,245666,12,29,black,10,279752,312
1111233,333456,12,24,black,10,130905,128
1111233,333666,12,27,black,10,96187,116
1111233,344444,12,23,black,10,96347,153
1111233,344455,12,25,black,10,110814,157
1111233,344555,12,26,black,10,110589,143
1111233,345555,12,27,black,10,114197,149
1111233,356666,12,32,black,10,114197,160
1111233,444455,12,26,black,10,87174,152
1111233,445556,12,29,black,10,107155,153
1111233,446666,12,32,black,10,95321,112
1111233,455666,12,32,black,10,111983,109
1111233,566666,12,35,black,10,99028,94
1111555,111255,19,15,white,7,23503,26
1111555,111366,19,18,black,12,403715,692
1111555,111446,19,17,white,11,208742,452
1111555,112233,19,12,white,7,23739,46
1111555,112246,19,16,white,11,377369,476
1111555,112334,19,14,white,7,31204,20
1111555,112346,19,17,white,11,585269,635
1111555,112456,19,19,black,12,965958,1147
1111555,114555,19,21,white,9,108853,88
1111555,122246,19,17,white,11,333285,491
1111555,122255,19,17,white,7,24689,16
1111555,123456,19,21,black,12,1480814,2557
1111555,124466,19,23,black,12,689993,1064
