white,black,white_sum,black_sum,verdict,plies,nodes,ms
111135,11227,12,13,white,11,267165,611
111135,11257,12,16,black,12,689059,1138
111135,11277,12,18,black,12,542042,848
111135,11366,12,17,black,10,302963,615
111135,11447,12,17,black,12,555092,1037
111135,11566,12,19,black,10,210256,409
111135,12223,12,10,white,7,27429,32
111135,12366,12,18,black,10,472080,970
111135,12567,12,21,black,10,432766,752
111135,12667,12,22,black,10,348273,470
111135,12677,12,23,black,10,325933,521
111135,13334,12,14,white,9,83506,64
111135,13467,12,21,black,10,544250,869
111135,14444,12,17,white,9,55071,77
111135,14556,12,21,black,10,300673,370
111135,15667,12,25,black,10,179723,228
111135,22236,12,15,white,13,640011,798
111135,22334,12,14,white,9,98472,115
111135,22345,12,16,white,9,221955,272
111135,22347,12,18,black,12,963484,1781
111135,23336,12,17,black,12,474593,770
111135,24444,12,18,white,9,58890,47
111135,24555,12,21,black,10,269439,347
111135,25556,12,23,black,10,183680,308
111135,25667,12,26,black,10,222091,339
111135,26667,12,27,black,10,174499,264
111135,27777,12,30,black,10,135211,181
111135,33333,12,15,white,7,14797,47
111135,33346,12,19,black,12,404325,612
111135,33777,12,27,black,10,148315,369
111135,34667,12,26,black,10,291931,709
111135,35556,12,24,black,10,150218,324
111135,35666,12,26,black,10,144441,291
111135,44466,12,24,black,10,175313,211
111135,44566,12,25,black,10,195502,240
111135,44667,12,27,black,10,196072,335
111135,45666,12,27,black,10,151446,227
111135,46667,12,29,black,10,146764,335
111135,55567,12,28,black,10,78949,166
111135,56667,12,30,black,10,83837,135
111157,11227,16,13,white,7,41618,27
111157,11257,16,16,white,9,207949,286
111157,11277,16,18,white,9,146485,275
111157,11366,16,17,white,9,97097,203
111157,11447,16,17,white,7,41618,51
111157,11566,16,19,white,9,89050,157
111157,12223,16,10,white,7,28959,57
111157,12366,16,18,white,9,143126,199
111157,12567,16,21,white,9,289094,469
111157,12667,16,22,white,9,207950,285
111157,12677,16,23,white,9,227226,247
