white,black,regla,ve,gana1,gana2,sindef,turnos
12344,33455,libre,2,37.57,62.43,0.00,9.76
12344,34455,fijo,2,30.47,69.53,0.00,9.91
12344,34455,libre,2,35.57,64.43,0.00,9.65
13344,11225,fijo,2,72.77,26.73,0.50,10.47
13344,11225,libre,2,74.17,25.47,0.37,9.92
13344,11235,fijo,2,69.20,30.07,0.73,10.50
13344,11235,libre,2,70.37,29.23,0.40,10.01
13344,11245,fijo,2,57.00,42.27,0.73,10.70
13344,11245,libre,2,59.87,39.40,0.73,10.25
13344,11255,fijo,2,55.53,43.93,0.53,10.59
13344,11255,libre,2,58.10,41.23,0.67,10.27
13344,12235,fijo,2,67.23,31.90,0.87,10.52
13344,12235,libre,2,69.10,30.30,0.60,9.99
13344,12245,fijo,2,55.80,43.33,0.87,10.66
13344,12245,libre,2,58.37,40.97,0.67,10.22
13344,12255,fijo,2,53.63,45.37,1.00,10.79
13344,12255,libre,2,56.10,43.23,0.67,10.18
13344,12335,fijo,2,65.50,33.87,0.63,10.56
13344,12335,libre,2,66.80,32.90,0.30,9.99
13344,12345,fijo,2,51.57,47.60,0.83,10.53
13344,12345,libre,2,55.57,43.87,0.57,10.07
13344,12355,fijo,2,52.37,46.93,0.70,10.34
13344,12355,libre,2,53.30,46.37,0.33,10.10
13344,12445,fijo,2,45.57,54.37,0.07,10.43
13344,12445,libre,2,49.00,50.87,0.13,10.03
13344,12455,fijo,2,43.90,56.10,0.00,10.22
13344,12455,libre,2,46.07,53.90,0.03,9.93
13344,22335,fijo,2,62.50,36.87,0.63,10.67
13344,22335,libre,2,65.17,34.37,0.47,10.21
13344,22345,fijo,2,48.83,50.77,0.40,10.64
13344,22345,libre,2,53.73,45.53,0.73,10.34
13344,22355,fijo,2,48.93,50.33,0.73,10.64
13344,22355,libre,2,52.10,47.47,0.43,10.33
13344,22445,fijo,2,40.47,59.43,0.10,10.46
13344,22445,libre,2,44.93,54.97,0.10,10.21
13344,22455,fijo,2,40.07,59.90,0.03,10.31
13344,22455,libre,2,44.23,55.77,0.00,10.16
13344,23345,fijo,2,46.27,53.43,0.30,10.49
13344,23345,libre,2,51.37,48.43,0.20,10.14
13344,23355,fijo,2,46.30,53.07,0.63,10.53
13344,23355,libre,2,49.23,50.53,0.23,10.05
13344,23445,fijo,2,41.57,58.37,0.07,10.29
13344,23445,libre,2,44.37,55.57,0.07,9.99
13344,23455,fijo,2,39.80,60.20,0.00,10.11
13344,23455,libre,2,42.57,57.43,0.00,9.91
13344,24455,fijo,2,32.77,67.23,0.00,10.12
13344,24455,libre,2,37.40,62.60,0.00,9.82
22334,11225,fijo,2,77.60,22.37,0.03,10.17
22334,11225,libre,2,77.27,22.73,0.00,9.73
22334,11235,fijo,2,65.70,33.40,0.90,10.60
22334,11235,libre,2,67.97,31.70,0.33,10.06
22334,11245,fijo,2,55.20,43.87,0.93,10.78
22334,11245,libre,2,58.70,40.57,0.73,10.29
22334,11255,fijo,2,58.33,40.80,0.87,10.57
22334,11255,libre,2,60.23,39.33,0.43,10.16
22334,11335,fijo,2,59.23,40.07,0.70,10.71
22334,11335,libre,2,60.90,38.57,0.53,10.46
22334,11345,fijo,2,44.80,54.57,0.63,10.78
22334,11345,libre,2,50.87,48.73,0.40,10.29
22334,11355,fijo,2,48.60,50.67,0.73,10.61
22334,11355,libre,2,51.73,47.80,0.47,10.28
22334,11445,fijo,2,42.90,56.97,0.13,10.38
22334,11445,libre,2,46.10,53.87,0.03,10.17
22334,11455,fijo,2,42.07,57.87,0.07,10.39
22334,11455,libre,2,45.70,54.30,0.00,10.10
22334,12235,fijo,2,64.70,35.00,0.30,10.40
22334,12235,libre,2,65.97,33.77,0.27,10.04
22334,12245,fijo,2,53.43,45.73,0.83,10.69
22334,12245,libre,2,56.37,43.07,0.57,10.24
22334,12255,fijo,2,55.90,43.30,0.80,10.49
22334,12255,libre,2,57.57,42.13,0.30,9.94
22334,12335,fijo,2,58.07,41.30,0.63,10.53
22334,12335,libre,2,60.07,39.53,0.40,10.05
22334,12345,fijo,2,46.23,53.37,0.40,10.55
22334,12345,libre,2,49.73,49.93,0.33,10.03
22334,12355,fijo,2,49.37,50.13,0.50,10.41
22334,12355,libre,2,50.50,49.33,0.17,9.93
22334,12445,fijo,2,43.20,56.70,0.10,10.31
22334,12445,libre,2,47.13,52.87,0.00,9.85
22334,12455,fijo,2,41.97,57.97,0.07,10.21
22334,12455,libre,2,45.30,54.70,0.00,9.84
22334,13345,fijo,2,40.13,59.77,0.10,10.42
22334,13345,libre,2,44.97,54.93,0.10,10.08
22334,13355,fijo,2,43.17,56.80,0.03,10.36
22334,13355,libre,2,46.13,53.83,0.03,9.96
22334,13445,fijo,2,36.57,63.43,0.00,10.25
22334,13445,libre,2,41.70,58.30,0.00,9.85
22334,13455,fijo,2,35.73,64.27,0.00,10.22
22334,13455,libre,2,40.10,59.90,0.00,9.86
22334,14455,fijo,2,34.57,65.43,0.00,10.03
22334,14455,libre,2,38.10,61.90,0.00,9.74
22344,11225,fijo,2,76.73,23.23,0.03,10.21
22344,11225,libre,2,76.37,23.63,0.00,9.84
22344,11235,fijo,2,69.27,30.20,0.53,10.46
22344,11235,libre,2,70.50,29.33,0.17,10.06
22344,11245,fijo,2,58.57,40.53,0.90,10.66
22344,11245,libre,2,62.10,37.20,0.70,10.31
22344,11255,fijo,2,56.40,42.93,0.67,10.61
22344,11255,libre,2,59.70,39.73,0.57,10.18
22344,11335,fijo,2,62.80,36.60,0.60,10.80
22344,11335,libre,2,64.83,34.20,0.97,10.49
22344,11345,fijo,2,52.53,46.53,0.93,10.76
22344,11345,libre,2,56.10,43.17,0.73,10.48
22344,11355,fijo,2,49.93,49.00,1.07,10.88
22344,11355,libre,2,54.00,45.27,0.73,10.38
22344,11445,fijo,2,44.73,55.20,0.07,10.50
22344,11445,libre,2,46.77,53.17,0.07,10.20
22344,11455,fijo,2,42.67,57.30,0.03,10.36
22344,11455,libre,2,46.57,53.43,0.00,10.08
22344,12235,fijo,2,67.80,31.70,0.50,10.40
22344,12235,libre,2,68.77,30.87,0.37,10.13
22344,12245,fijo,2,56.40,43.07,0.53,10.50
22344,12245,libre,2,59.07,40.13,0.80,10.35
22344,12255,fijo,2,54.13,45.13,0.73,10.51
22344,12255,libre,2,56.17,43.33,0.50,10.08
22344,12335,fijo,2,62.93,36.07,1.00,10.61
22344,12335,libre,2,64.03,35.60,0.37,10.12
22344,12345,fijo,2,52.67,46.77,0.57,10.53
22344,12345,libre,2,54.53,45.00,0.47,10.21
22344,12355,fijo,2,51.83,47.57,0.60,10.43
22344,12355,libre,2,53.27,46.40,0.33,10.07
22344,12445,fijo,2,45.10,54.80,0.10,10.32
22344,12445,libre,2,48.47,51.50,0.03,10.00
22344,12455,fijo,2,45.20,54.80,0.00,10.11
22344,12455,libre,2,46.83,53.17,0.00,9.87
22344,13345,fijo,2,47.47,51.87,0.67,10.62
22344,13345,libre,2,51.17,48.10,0.73,10.44
22344,13355,fijo,2,45.13,54.53,0.33,10.60
22344,13355,libre,2,49.50,50.30,0.20,10.12
22344,13445,fijo,2,41.83,58.07,0.10,10.37
22344,13445,libre,2,44.20,55.70,0.10,10.06
22344,13455,fijo,2,41.27,58.67,0.07,10.22
22344,13455,libre,2,43.03,56.97,0.00,9.99
22344,14455,fijo,2,34.57,65.43,0.00,10.14
22344,14455,libre,2,38.50,61.50,0.00,9.78
23344,11225,fijo,2,79.33,20.60,0.07,10.19
23344,11225,libre,2,78.57,21.43,0.00,9.54
23344,11235,fijo,2,73.57,26.00,0.43,10.36
23344,11235,libre,2,74.13,25.73,0.13,9.84
23344,11245,fijo,2,61.37,37.93,0.70,10.70
23344,11245,libre,2,64.33,35.00,0.67,10.19
23344,11255,fijo,2,60.60,38.37,1.03,10.67
23344,11255,libre,2,62.77,36.43,0.80,10.18
23344,11335,fijo,2,67.53,32.07,0.40,10.49
23344,11335,libre,2,69.83,29.93,0.23,9.93
23344,11345,fijo,2,53.23,46.03,0.73,10.73
23344,11345,libre,2,58.10,41.23,0.67,10.25
23344,11355,fijo,2,53.80,45.33,0.87,10.61
23344,11355,libre,2,57.70,41.70,0.60,10.26
23344,11445,fijo,2,44.87,55.00,0.13,10.44
23344,11445,libre,2,49.27,50.67,0.07,10.07
23344,11455,fijo,2,44.90,55.07,0.03,10.37
23344,11455,libre,2,48.47,51.50,0.03,10.08
23344,12235,fijo,2,71.30,28.30,0.40,10.27
23344,12235,libre,2,72.47,27.27,0.27,9.83
23344,12245,fijo,2,59.87,39.37,0.77,10.57
23344,12245,libre,2,61.90,37.40,0.70,10.14
23344,12255,fijo,2,58.43,40.47,1.10,10.61
23344,12255,libre,2,60.30,38.90,0.80,9.99
23344,12335,fijo,2,68.50,31.23,0.27,10.41
23344,12335,libre,2,69.33,30.40,0.27,9.88
23344,12345,fijo,2,53.70,45.67,0.63,10.44
23344,12345,libre,2,57.33,42.17,0.50,10.05
23344,12355,fijo,2,55.27,44.07,0.67,10.32
23344,12355,libre,2,55.70,43.97,0.33,9.98
23344,12445,fijo,2,47.60,52.30,0.10,10.37
23344,12445,libre,2,51.33,48.50,0.17,9.92
23344,12455,fijo,2,46.17,53.83,0.00,10.20
23344,12455,libre,2,47.53,52.43,0.03,9.86
23344,13345,fijo,2,48.67,50.93,0.40,10.57
23344,13345,libre,2,53.33,46.40,0.27,10.09
23344,13355,fijo,2,48.67,50.73,0.60,10.50
23344,13355,libre,2,52.07,47.57,0.37,10.04
23344,13445,fijo,2,42.77,57.17,0.07,10.33
23344,13445,libre,2,46.67,53.23,0.10,9.91
23344,13455,fijo,2,41.53,58.47,0.00,10.16
23344,13455,libre,2,44.13,55.87,0.00,9.84
23344,14455,fijo,2,34.33,65.67,0.00,10.11
23344,14455,libre,2,39.53,60.47,0.00,9.78
