white,black,white_sum,black_sum,verdict,plies,nodes,ms
11114,11145,8,12,black,10,63558,253
11114,11223,8,9,white,9,36601,150
11114,11225,8,11,black,12,146717,726
11114,11244,8,12,black,10,109660,196
11114,11335,8,13,black,12,146717,707
11114,11346,8,15,black,10,122999,268
11114,12224,8,11,black,12,133799,298
11114,12246,8,15,black,10,127122,185
11114,12255,8,15,black,10,99303,144
11114,12266,8,17,black,10,99303,102
11114,12444,8,15,black,10,86671,195
11114,12555,8,18,black,10,73228,134
11114,12556,8,19,black,10,103811,149
11114,13334,8,14,black,12,133799,220
11114,13335,8,15,black,12,131740,239
11114,14556,8,21,black,10,64012,85
11114,14566,8,22,black,10,62976,68
11114,15556,8,22,black,10,46491,52
11114,22236,8,15,black,12,159350,187
11114,22366,8,19,black,10,112759,144
11114,22456,8,19,black,10,101892,178
11114,23333,8,14,white,9,21233,15
11114,23336,8,17,black,12,155687,139
11114,23345,8,17,black,10,141386,192
11114,23444,8,17,black,10,92702,114
11114,24456,8,21,black,10,80985,85
11114,25556,8,23,black,10,57405,52
11114,25666,8,25,black,10,55885,87
11114,33333,8,15,white,9,14473,11
11114,33335,8,17,black,12,84542,144
11114,33444,8,18,black,10,62263,84
11114,33455,8,20,black,10,76837,125
11114,33466,8,22,black,10,76837,93
11114,34444,8,19,black,10,44863,55
11114,34446,8,21,black,10,59155,62
11114,34555,8,22,black,10,57074,95
11114,35555,8,23,black,10,42051,48
11114,35666,8,26,black,10,55885,99
11114,44445,8,21,black,10,25060,22
11114,44446,8,22,black,10,25060,22
11122,11145,7,12,black,12,187942,277
11122,11223,7,9,black,10,118272,122
11122,11225,7,11,black,10,118272,141
11122,11244,7,12,black,10,110755,200
11122,11335,7,13,black,10,120310,179
11122,11346,7,15,black,10,141944,261
11122,12224,7,11,black,10,80165,114
11122,12246,7,15,black,10,104278,184
11122,12255,7,15,black,10,82262,117
11122,12266,7,17,black,10,82262,117
11122,12444,7,15,black,10,70664,104
11122,12555,7,18,black,10,70664,77
11122,12556,7,19,black,10,94633,104
11122,13334,7,14,black,10,79547,99
11122,13335,7,15,black,10,79547,92
11122,14556,7,21,black,10,101403,120
11122,14566,7,22,black,10,99993,127
11122,15556,7,22,black,10,79547,94
11122,22236,7,15,black,10,42611,42
11122,22366,7,19,black,10,44473,90
11122,22456,7,19,black,10,54806,67
11122,23333,7,14,black,10,35432,53
11122,23336,7,17,black,10,42674,35
11122,23345,7,17,black,10,53350,69
11122,23444,7,17,black,10,43769,89
11122,24456,7,21,black,10,53350,42
11122,25556,7,23,black,10,42674,62
11122,25666,7,25,black,10,43769,70
11122,33333,7,15,black,10,29244,22
11122,33335,7,17,black,10,33972,46
11122,33444,7,18,black,10,37164,50
11122,33455,7,20,black,10,44724,57
11122,33466,7,22,black,10,44724,35
11122,34444,7,19,black,10,38525,41
11122,34446,7,21,black,10,45950,103
11122,34555,7,22,black,10,46904,96
11122,35555,7,23,black,10,38525,49
11122,35666,7,26,black,10,46904,82
11122,44445,7,21,black,10,33972,73
11122,44446,7,22,black,10,33972,46
11135,11145,11,12,white,9,122027,198
11135,11223,11,9,white,7,28146,54
11135,11225,11,11,white,7,41134,25
11135,11244,11,12,white,9,93527,113
11135,11335,11,13,white,9,134518,157
11135,11346,11,15,black,12,757834,1010
11135,12224,11,11,white,7,39943,26
11135,12246,11,15,white,13,878956,946
11135,12255,11,15,white,9,144609,109
11135,12266,11,17,black,12,518547,558
11135,12444,11,15,white,9,84207,76
11135,12555,11,18,white,9,138973,202
11135,12556,11,19,black,10,346566,375
11135,13334,11,14,white,9,80528,64
11135,13335,11,15,black,14,662270,1530
11135,14556,11,21,black,10,287240,265
11135,14566,11,22,black,10,276460,472
11135,15556,11,22,black,10,149650,192
11135,22236,11,15,white,13,628829,1392
11135,22366,11,19,black,10,336387,545
11135,22456,11,19,black,10,431567,1000
11135,23333,11,14,white,7,18773,22
11135,23336,11,17,black,12,452001,621
11135,23345,11,17,black,12,844417,1511
11135,23444,11,17,white,9,82935,101
11135,24456,11,21,black,10,401100,666
11135,25556,11,23,black,10,175565,207
11135,25666,11,25,black,10,162854,216
11135,33333,11,15,white,7,14568,14
11135,33335,11,17,black,14,333764,474
11135,33444,11,18,white,9,57099,77
11135,33455,11,20,black,10,274612,247
