white,black,white_sum,black_sum,verdict,plies,nodes,ms
111114,11125,9,10,black,12,121639,664
111114,11135,9,11,black,12,121639,544
111114,11144,9,11,black,12,79430,366
111114,11222,9,8,white,9,23730,27
111114,11223,9,9,white,9,36844,123
111114,11225,9,11,black,12,147883,253
111114,11233,9,10,white,9,35186,44
111114,11235,9,12,black,12,236541,336
111114,11345,9,14,black,10,124286,239
111114,11555,9,17,black,10,47368,59
111114,12222,9,9,white,9,21015,16
111114,12245,9,14,black,10,128461,201
111114,12334,9,13,black,12,241372,320
111114,12355,9,16,black,10,151415,231
111114,12555,9,18,black,10,73823,131
111114,13344,9,15,black,10,114155,187
111114,13345,9,16,black,10,128461,214
111114,14455,9,19,black,10,51645,69
111114,22234,9,13,black,12,162600,330
111114,22333,9,13,white,9,23958,67
111114,22335,9,15,black,12,181703,196
111114,22344,9,15,black,10,124330,119
111114,22345,9,16,black,10,148037,220
111114,22355,9,17,black,10,113950,157
111114,23335,9,16,black,12,156314,343
111114,23355,9,18,black,10,110777,210
111114,23455,9,19,black,10,114160,175
111114,23555,9,20,black,10,83466,95
111114,24455,9,20,black,10,62181,89
111114,24555,9,21,black,10,57628,112
111114,33333,9,15,white,9,14555,19
111114,33344,9,17,black,10,69085,157
111114,33345,9,18,black,10,83376,96
111114,33444,9,18,black,10,62935,124
111114,33445,9,19,black,10,80158,198
111114,33455,9,20,black,10,77559,174
111114,34444,9,19,black,10,45381,60
111114,34445,9,20,black,10,59760,51
111114,44445,9,21,black,10,25235,42
111114,45555,9,24,black,10,26944,42
111123,11125,9,10,white,11,207394,405
111123,11135,9,11,black,12,360367,868
111123,11144,9,11,black,12,293169,425
111123,11222,9,8,white,7,20702,29
111123,11223,9,9,white,9,139764,238
111123,11225,9,11,black,12,508055,748
111123,11233,9,10,white,9,136800,162
111123,11235,9,12,black,10,369613,597
111123,11345,9,14,black,10,259261,447
111123,11555,9,17,black,10,173727,452
111123,12222,9,9,white,7,19477,52
111123,12245,9,14,black,10,345296,497
111123,12334,9,13,black,10,303945,422
111123,12355,9,16,black,10,286609,390
111123,12555,9,18,black,10,218298,249
111123,13344,9,15,black,10,157866,244
111123,13345,9,16,black,10,194488,268
111123,14455,9,19,black,10,145244,236
111123,22234,9,13,black,10,199834,464
111123,22333,9,13,black,10,158726,201
111123,22335,9,15,black,10,198923,257
111123,22344,9,15,black,10,189180,352
111123,22345,9,16,black,10,238420,349
111123,22355,9,17,black,10,189180,359
111123,23335,9,16,black,10,150218,237
111123,23355,9,18,black,10,153192,224
111123,23455,9,19,black,10,184197,260
111123,23555,9,20,black,10,144441,179
111123,24455,9,20,black,10,144116,313
111123,24555,9,21,black,10,139451,170
111123,33333,9,15,black,10,59190,77
111123,33344,9,17,black,10,68622,108
111123,33345,9,18,black,10,78949,112
111123,33444,9,18,black,10,73348,133
111123,33445,9,19,black,10,85888,178
111123,33455,9,20,black,10,84900,177
111123,34444,9,19,black,10,72830,168
111123,34445,9,20,black,10,83837,165
111123,44445,9,21,black,10,61379,66
111123,45555,9,24,black,10,70345,106
111145,11125,13,10,white,7,37455,23
111145,11135,13,11,white,7,37455,55
111145,11144,13,11,white,7,20569,12
111145,11222,13,8,white,7,21796,21
111145,11223,13,9,white,7,30071,43
111145,11225,13,11,white,7,41618,33
111145,11233,13,10,white,7,27474,15
111145,11235,13,12,white,7,56067,69
111145,11345,13,14,white,9,207949,208
111145,11555,13,17,white,9,102944,133
111145,12222,13,9,white,7,20707,33
111145,12245,13,14,white,9,211184,328
111145,12334,13,13,white,7,35719,38
111145,12355,13,16,white,9,216729,314
111145,12555,13,18,white,9,143484,319
111145,13344,13,15,white,7,28791,88
111145,13345,13,16,white,9,211184,449
111145,14455,13,19,black,12,473162,1218
