white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
12334,12555,3,lado,21,5,0,16,21,12,40.3,59.3,0.3
12334,12555,2,lado,21,5,0,16,21,12,37.3,62.3,0.3
12334,12555,4,lado,21,5,0,16,21,12,36.7,63.3,0.0
12334,12555,1,lado,21,5,2,14,21,12,34.3,64.7,1.0
12334,12555,1,esquina,21,5,2,14,11,12,20.0,79.3,0.7
12334,12555,2,esquina,21,5,2,14,9,12,18.7,81.3,0.0
12334,12555,4,esquina,21,5,2,14,9,12,16.7,83.3,0.0
12334,12555,3,esquina,21,5,2,14,9,12,16.3,83.7,0.0
12335,12455,3,lado,28,2,2,24,28,12,48.7,50.0,1.3
12335,12455,2,lado,28,2,2,24,28,12,43.0,55.3,1.7
12335,12455,1,lado,28,2,2,24,28,12,41.3,57.7,1.0
12335,12455,5,lado,28,6,2,20,14,12,33.0,65.3,1.7
12335,12455,5,esquina,28,3,2,23,12,12,28.3,70.3,1.3
12335,12455,2,esquina,28,1,2,25,8,12,28.3,70.7,1.0
12335,12455,1,esquina,28,1,2,25,10,12,26.7,71.3,2.0
12335,12455,3,esquina,28,1,2,25,8,12,22.3,73.7,4.0
12344,11245,4,lado,28,0,0,28,26,0,63.3,35.7,1.0
12344,11245,3,lado,28,0,2,26,28,0,54.0,42.7,3.3
12344,11245,2,lado,28,0,3,25,28,0,49.7,48.0,2.3
12344,11245,1,lado,28,0,5,23,28,0,48.3,49.7,2.0
12344,11245,3,esquina,28,0,0,28,10,0,46.3,49.0,4.7
12344,11245,4,esquina,28,0,0,28,8,0,41.7,56.3,2.0
12344,11245,1,esquina,28,0,1,27,12,0,41.3,51.3,7.3
12344,11245,2,esquina,28,0,1,27,10,0,39.0,55.0,6.0
12344,12355,3,lado,28,4,1,23,28,14,43.3,55.3,1.3
12344,12355,4,lado,28,4,1,23,28,14,41.3,57.7,1.0
12344,12355,2,lado,28,4,3,21,28,14,39.7,58.7,1.7
12344,12355,1,lado,28,4,5,19,28,14,39.3,58.7,2.0
12344,12355,4,esquina,28,2,4,22,10,14,31.3,66.0,2.7
12344,12355,3,esquina,28,1,6,21,10,14,30.0,68.3,1.7
12344,12355,2,esquina,28,1,7,20,12,14,29.7,69.7,0.7
12344,12355,1,esquina,28,1,7,20,14,14,24.7,73.3,2.0
12344,12555,4,lado,21,5,0,16,21,12,40.3,59.7,0.0
12344,12555,2,lado,21,5,0,16,21,12,38.3,61.3,0.3
12344,12555,3,lado,21,5,0,16,21,12,36.7,63.3,0.0
12344,12555,1,lado,21,5,2,14,21,12,34.7,64.7,0.7
12344,12555,1,esquina,21,5,2,14,11,12,20.7,78.7,0.7
12344,12555,2,esquina,21,5,2,14,9,12,19.3,80.7,0.0
12344,12555,3,esquina,21,5,2,14,9,12,16.7,83.3,0.0
12344,12555,4,esquina,21,5,2,14,9,12,16.3,83.7,0.0
