white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
14444,12345,4,lado,25,1,5,19,15,10,58.3,41.7,0.0
14444,12345,1,lado,25,13,0,12,15,8,34.3,62.3,3.3
14444,22345,4,lado,20,1,5,14,12,10,61.3,37.7,1.0
14444,22345,1,lado,20,10,0,10,12,8,36.7,63.0,0.3
14444,23345,4,lado,20,1,5,14,12,10,59.7,39.3,1.0
14444,23345,1,lado,20,10,0,10,12,8,36.0,63.3,0.7
22335,13445,2,lado,20,7,0,13,10,10,39.3,60.0,0.7
22335,13445,3,lado,20,7,0,13,10,10,35.0,64.7,0.3
22335,13445,5,lado,20,3,4,13,12,10,34.7,64.0,1.3
22444,11345,4,lado,20,3,3,14,12,10,58.7,41.0,0.3
22444,11345,2,lado,20,6,1,13,12,8,38.0,59.3,2.7
22444,13345,4,lado,20,5,1,14,12,10,51.0,47.0,2.0
22444,13345,2,lado,20,7,0,13,12,8,30.3,66.7,3.0
23333,11244,3,lado,15,5,0,10,9,10,45.3,50.0,4.7
23333,11244,2,lado,15,7,1,7,9,8,32.0,58.7,9.3
23333,11255,3,lado,15,5,0,10,9,10,45.3,50.0,4.7
23333,11255,2,lado,15,7,1,7,9,8,32.0,58.7,9.3
24444,11255,4,lado,15,5,0,10,9,10,45.3,50.0,4.7
24444,11255,2,lado,15,7,1,7,9,8,32.0,58.7,9.3
24444,11355,4,lado,15,5,0,10,9,10,45.0,50.7,4.3
24444,11355,2,lado,15,7,1,7,9,8,30.3,60.0,9.7
33333,11244,3,lado,15,5,0,10,9,10,43.3,46.3,10.3
33333,11245,3,lado,20,6,0,14,12,10,41.0,49.7,9.3
33333,11255,3,lado,15,5,0,10,9,10,43.3,46.3,10.3
33333,12244,3,lado,15,5,0,10,9,10,43.3,48.0,8.7
33333,12245,3,lado,20,6,0,14,12,10,38.7,50.3,11.0
33333,12255,3,lado,15,5,0,10,9,10,43.3,48.0,8.7
33334,11245,4,lado,20,6,0,14,12,10,50.3,46.7,3.0
33334,11245,3,lado,20,6,0,14,12,10,50.3,45.0,4.7
33334,12245,4,lado,20,6,0,14,12,10,49.0,47.0,4.0
33334,12245,3,lado,20,6,0,14,12,10,48.0,46.7,5.3
33335,13445,3,lado,20,7,0,13,10,10,38.3,61.3,0.3
33335,13445,5,lado,20,3,4,13,12,10,35.3,63.0,1.7
33335,23445,3,lado,20,7,0,13,10,10,38.3,61.3,0.3
33335,23445,5,lado,20,3,4,13,12,10,35.3,63.0,1.7
33344,11345,4,lado,20,6,0,14,12,10,55.7,41.7,2.7
33344,11345,3,lado,20,8,1,11,12,8,39.7,57.7,2.7
33344,12345,4,lado,25,8,0,17,15,10,52.3,44.0,3.7
33344,12345,3,lado,25,10,1,14,15,8,42.0,56.0,2.0
33344,22345,4,lado,20,6,0,14,12,10,55.7,41.7,2.7
33344,22345,3,lado,20,8,1,11,12,8,39.7,57.7,2.7
33444,11355,4,lado,15,5,0,10,9,10,44.7,51.0,4.3
33444,11355,3,lado,15,7,1,7,9,8,29.7,65.0,5.3
33444,12355,4,lado,20,7,0,13,12,10,44.3,49.0,6.7
33444,12355,3,lado,20,9,1,10,12,8,31.0,62.3,6.7
33444,22355,4,lado,15,5,0,10,9,10,44.7,51.0,4.3
33444,22355,3,lado,15,7,1,7,9,8,29.7,65.0,5.3
34444,11355,4,lado,15,5,0,10,9,10,45.3,50.0,4.7
34444,11355,3,lado,15,7,1,7,9,8,32.0,58.7,9.3
34444,12355,4,lado,20,7,0,13,12,10,47.3,46.3,6.3
34444,12355,3,lado,20,9,1,10,12,8,36.7,54.0,9.3
34444,22355,4,lado,15,5,0,10,9,10,45.3,50.0,4.7
34444,22355,3,lado,15,7,1,7,9,8,32.0,58.7,9.3
44444,11255,4,lado,15,5,0,10,9,10,43.3,46.3,10.3
44444,11355,4,lado,15,5,0,10,9,10,43.3,46.3,10.3
44444,12255,4,lado,15,5,0,10,9,10,43.3,48.0,8.7
44444,12355,4,lado,20,7,0,13,12,10,46.7,45.7,7.7
44444,13355,4,lado,15,5,0,10,9,10,43.3,48.0,8.7
44444,22355,4,lado,15,5,0,10,9,10,43.3,46.3,10.3
44444,23355,4,lado,15,5,0,10,9,10,43.3,48.0,8.7
