white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
11235,23334,5,lado,15,0,0,15,14,0,49.1,50.2,0.7
11235,23334,3,lado,15,1,0,14,14,12,47.0,52.3,0.7
11235,23334,2,lado,15,2,0,13,15,12,45.8,53.9,0.3
11235,23334,1,lado,15,2,1,12,15,12,38.1,61.7,0.2
11335,22344,5,lado,15,0,2,13,15,0,54.8,44.5,0.7
11335,22344,3,lado,15,1,0,14,14,12,53.1,45.0,1.9
11335,22344,1,lado,15,2,1,12,15,12,48.1,49.9,2.0
11335,22444,5,lado,10,0,2,8,10,0,50.2,48.3,1.5
11335,22444,3,lado,10,1,0,9,9,12,49.8,49.0,1.2
11335,22444,1,lado,10,1,1,8,10,12,42.9,55.8,1.3
11335,23344,3,lado,15,1,0,14,14,12,51.1,48.5,0.4
11335,23344,5,lado,15,0,2,13,15,0,49.7,49.9,0.4
11335,23344,1,lado,15,2,1,12,15,12,45.7,53.2,1.1
11444,22335,4,lado,15,1,10,4,15,14,52.8,42.5,4.7
11444,22335,1,lado,15,3,12,0,15,8,37.4,59.2,3.4
11444,33335,4,lado,10,1,6,3,10,14,47.3,47.5,5.2
11444,33335,1,lado,10,2,8,0,10,8,36.2,60.8,3.0
12235,13344,5,lado,15,0,4,11,15,0,50.4,48.3,1.3
12235,13344,1,lado,15,2,0,13,15,12,47.1,52.1,0.8
12235,13344,3,lado,15,1,0,14,14,12,46.9,52.5,0.6
12235,13344,2,lado,15,2,0,13,14,12,40.1,58.7,1.2
12235,13444,5,lado,15,0,4,11,15,0,50.4,48.9,0.7
12235,13444,1,lado,15,2,0,13,15,12,47.5,51.2,1.3
12235,13444,3,lado,15,1,0,14,14,12,47.1,51.7,1.2
12235,13444,2,lado,15,2,0,13,14,12,40.5,57.8,1.7
12335,23444,5,lado,15,0,2,13,15,0,52.0,47.6,0.4
12335,23444,2,lado,15,2,0,13,15,12,46.9,52.4,0.7
12335,23444,3,lado,15,1,0,14,14,12,46.3,53.0,0.7
12335,23444,1,lado,15,2,1,12,15,12,43.9,55.4,0.7
12444,33335,4,lado,10,1,6,3,10,14,45.3,48.9,5.8
12444,33335,2,lado,10,2,8,0,10,8,36.2,60.9,2.9
12444,33335,1,lado,10,2,8,0,10,8,36.2,60.8,3.0
13335,13444,5,lado,15,0,2,13,15,0,51.7,47.6,0.7
13335,13444,3,lado,15,1,0,14,14,12,51.7,47.8,0.5
13335,13444,1,lado,15,2,0,13,15,12,51.1,48.1,0.8
13335,14444,5,lado,10,0,2,8,10,0,47.1,51.8,1.1
13335,14444,1,lado,10,1,0,9,10,12,45.4,53.9,0.7
13335,14444,3,lado,10,1,0,9,9,12,43.8,55.4,0.8
13335,23444,3,lado,15,1,0,14,14,12,50.8,48.8,0.4
13335,23444,5,lado,15,0,2,13,15,0,49.0,50.4,0.6
13335,23444,1,lado,15,2,1,12,15,12,48.7,50.6,0.7
13335,24444,1,lado,10,1,1,8,10,12,45.0,54.2,0.8
13335,24444,5,lado,10,0,2,8,10,0,43.4,55.5,1.1
13335,24444,3,lado,10,1,0,9,9,12,42.3,57.1,0.6
13335,33344,5,lado,10,0,2,8,10,0,45.2,54.7,0.1
13335,33344,1,lado,10,2,0,8,10,12,44.9,55.1,0.0
13335,33344,3,lado,10,1,0,9,10,12,42.0,58.0,0.0
13335,33444,1,lado,10,2,0,8,10,12,44.8,55.2,0.0
13335,33444,5,lado,10,0,2,8,10,0,44.4,55.4,0.2
13335,33444,3,lado,10,1,0,9,10,12,41.5,58.5,0.0
13444,33335,4,lado,10,1,6,3,10,14,51.5,46.7,1.8
