white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
11235,23334,5,lado,15,4,0,11,14,14,47.8,51.4,0.8
11235,23334,3,lado,15,1,0,14,14,12,47.5,51.8,0.7
11235,23334,2,lado,15,2,0,13,15,12,45.5,54.2,0.3
11235,23334,1,lado,15,2,1,12,15,12,41.0,58.7,0.3
11255,34445,5,lado,15,0,1,14,13,0,57.1,39.6,3.3
11255,34445,2,lado,15,3,0,12,15,8,51.7,47.8,0.5
11255,34445,1,lado,15,3,0,12,15,8,47.4,52.0,0.6
11335,22444,3,lado,10,1,0,9,9,12,50.5,47.9,1.6
11335,22444,1,lado,10,1,1,8,10,12,47.9,51.2,0.9
11335,22444,5,lado,10,0,4,6,10,0,47.4,51.2,1.4
11335,23344,3,lado,15,1,0,14,14,12,51.3,47.6,1.1
11335,23344,5,lado,15,2,4,9,15,14,47.6,52.3,0.1
11335,23344,1,lado,15,2,1,12,15,12,45.7,53.8,0.5
11335,33334,3,lado,10,1,0,9,10,12,49.3,50.7,0.0
11335,33334,5,lado,10,0,2,8,9,0,47.4,52.6,0.0
11335,33334,1,lado,10,2,0,8,10,12,42.4,57.5,0.1
11335,33344,3,lado,10,1,0,9,10,12,44.7,55.2,0.1
11335,33344,5,lado,10,2,2,6,10,14,44.5,55.4,0.1
11335,33344,1,lado,10,2,0,8,10,12,41.0,59.0,0.0
11444,22335,4,lado,15,5,6,4,15,14,51.1,45.3,3.6
11444,22335,1,lado,15,11,2,2,15,8,40.3,56.8,2.9
11444,33335,4,lado,10,3,4,3,10,14,48.2,46.7,5.1
11444,33335,1,lado,10,6,2,2,10,8,38.7,58.2,3.1
12235,13334,5,lado,15,2,2,11,14,14,51.2,47.9,0.9
12235,13334,3,lado,15,1,0,14,14,12,48.3,50.3,1.4
12235,13334,1,lado,15,2,0,13,15,12,48.0,51.5,0.5
12235,13334,2,lado,15,2,0,13,14,12,44.6,54.1,1.3
12235,13344,5,lado,15,2,4,9,15,14,49.4,50.1,0.5
