white,black,pieza,casilla,respuestas,ganan,tablas,pierden,aguantan,plies,gana1,gana2,sindef
14444,12345,4,lado,25,1,5,19,15,10,56.4,42.6,1.0
14444,12345,1,lado,25,13,0,12,15,8,49.4,50.2,0.4
14444,22345,4,lado,20,1,5,14,12,10,58.8,40.8,0.4
14444,22345,1,lado,20,10,0,10,12,8,43.4,56.0,0.6
14444,23345,4,lado,20,1,5,14,12,10,59.8,38.8,1.4
14444,23345,1,lado,20,10,0,10,12,8,40.8,58.4,0.8
22335,13445,5,lado,20,3,4,13,12,10,52.4,46.4,1.2
22335,13445,3,lado,20,7,0,13,10,10,43.4,55.6,1.0
22335,13445,2,lado,20,7,0,13,10,10,39.6,59.6,0.8
22444,11345,4,lado,20,3,3,14,12,10,61.8,37.2,1.0
22444,11345,2,lado,20,6,1,13,12,8,49.6,49.4,1.0
22444,13345,4,lado,20,5,1,14,12,10,54.2,45.0,0.8
22444,13345,2,lado,20,7,0,13,12,8,43.2,55.2,1.6
23333,11244,3,lado,15,5,0,10,9,10,51.8,46.4,1.8
23333,11244,2,lado,15,7,1,7,9,8,47.4,51.6,1.0
23333,11255,3,lado,15,5,0,10,9,10,51.8,46.4,1.8
23333,11255,2,lado,15,7,1,7,9,8,47.4,51.6,1.0
24444,11255,4,lado,15,5,0,10,9,10,51.8,46.4,1.8
24444,11255,2,lado,15,7,1,7,9,8,47.4,51.6,1.0
24444,11355,4,lado,15,5,0,10,9,10,49.8,47.8,2.4
24444,11355,2,lado,15,7,1,7,9,8,47.6,50.6,1.8
33333,11244,3,lado,15,5,0,10,9,10,49.8,48.6,1.6
33333,11245,3,lado,20,6,0,14,12,10,46.0,52.2,1.8
33333,11255,3,lado,15,5,0,10,9,10,49.8,48.6,1.6
33333,12244,3,lado,15,5,0,10,9,10,49.8,48.4,1.8
33333,12245,3,lado,20,6,0,14,12,10,45.4,53.4,1.2
33333,12255,3,lado,15,5,0,10,9,10,49.8,48.4,1.8
33334,11245,3,lado,20,6,0,14,12,10,60.0,39.2,0.8
33334,11245,4,lado,20,6,0,14,12,10,50.6,48.0,1.4
33334,12245,3,lado,20,6,0,14,12,10,60.0,39.2,0.8
33334,12245,4,lado,20,6,0,14,12,10,49.2,49.8,1.0
33335,13445,3,lado,20,7,0,13,10,10,47.8,51.6,0.6
33335,13445,5,lado,20,3,4,13,12,10,44.2,55.6,0.2
33335,23445,3,lado,20,7,0,13,10,10,47.8,51.6,0.6
33335,23445,5,lado,20,3,4,13,12,10,44.2,55.6,0.2
33344,11345,4,lado,20,6,0,14,12,10,56.4,43.2,0.4
33344,11345,3,lado,20,8,1,11,12,8,52.6,46.8,0.6
33344,12345,3,lado,25,10,1,14,15,8,56.2,43.0,0.8
33344,12345,4,lado,25,8,0,17,15,10,54.8,44.4,0.8
33344,22345,4,lado,20,6,0,14,12,10,56.4,43.2,0.4
33344,22345,3,lado,20,8,1,11,12,8,52.6,46.8,0.6
33444,11355,4,lado,15,5,0,10,9,10,54.8,42.8,2.4
33444,11355,3,lado,15,7,1,7,9,8,46.8,52.4,0.8
33444,12355,4,lado,20,7,0,13,12,10,55.6,43.0,1.4
33444,12355,3,lado,20,9,1,10,12,8,51.8,47.0,1.2
33444,22355,4,lado,15,5,0,10,9,10,54.8,42.8,2.4
33444,22355,3,lado,15,7,1,7,9,8,46.8,52.4,0.8
34444,11355,4,lado,15,5,0,10,9,10,51.8,46.4,1.8
34444,11355,3,lado,15,7,1,7,9,8,47.4,51.6,1.0
34444,12355,4,lado,20,7,0,13,12,10,55.4,43.0,1.6
34444,12355,3,lado,20,9,1,10,12,8,52.8,46.8,0.4
34444,22355,4,lado,15,5,0,10,9,10,51.8,46.4,1.8
34444,22355,3,lado,15,7,1,7,9,8,47.4,51.6,1.0
44444,11255,4,lado,15,5,0,10,9,10,49.8,48.6,1.6
44444,11355,4,lado,15,5,0,10,9,10,49.8,48.6,1.6
44444,12255,4,lado,15,5,0,10,9,10,49.8,48.4,1.8
44444,12355,4,lado,20,7,0,13,12,10,54.4,44.8,0.8
44444,13355,4,lado,15,5,0,10,9,10,49.8,48.4,1.8
44444,22355,4,lado,15,5,0,10,9,10,49.8,48.6,1.6
44444,23355,4,lado,15,5,0,10,9,10,49.8,48.4,1.8
